id,sku,warehouse,zone,bin,wms,erp,tms,physical,allocated,last_count,vwgl_matstorloc_id,vwgl_matstorloc_valid_from,__operation_type,__timestamp,material,plant,storagelocation,maintenancestatus,deletionflag,fiscalyearofcurrentperiod,currentperiod,physicalinventoryblockingind,freeavailablestock,baseunit,stockintransfer,stockinqualityinspection,totalstockofallrestrbatches,blockedstock,blockedstockreturns,valunrestusestockprevper,stockintransferprevper,stockinqualityinsprevper,restrictedusestockprevper,blockedstockprevper,blockedstockreturnsprevper,dateoflastpostedcount,creationdate,instance,i_product,i_storagelocation,etl_aend_tstamp,sap_anchor,sap_source_id
INV-00867,EL-8905-866,WH-02,B-07,B-07-16-3,66,66,66,66,10,2026-07-19 18:46:34+00:00,,,,,EL-8905-866,1400,FAM6,DL,,2026,07,,66,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00868,PO-2163-867,WH-01,JIS-07,JIS-07-13-1,373,373,373,373,5,2026-07-20 01:17:34+00:00,,,,,PO-2163-867,1400,BN03,DL,,2024,09,,373,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00869,PO-3421-868,WH-01,HZ-02,HZ-02-15-2,367,367,367,367,71,2026-07-20 07:05:34+00:00,,,,,PO-3421-868,1400,FAM6,DL,,2024,11,,367,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00870,FL-5810-869,WH-01,HZ-02,HZ-02-04-3,672,672,672,672,0,2026-07-20 00:00:34+00:00,,,,,FL-5810-869,1400,XN12,DL,,2023,05,,672,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00871,CH-9710-870,WH-02,B-07,B-07-02-1,514,514,514,514,16,2026-07-20 07:11:34+00:00,,,,,CH-9710-870,1400,S1M1,DL,,2023,01,,514,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00872,EL-2890-871,WH-02,B-07,B-07-05-2,57,57,57,57,2,2026-07-20 02:33:34+00:00,,,,,EL-2890-871,1400,F3M1,DL,,2025,03,,57,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00873,FL-2003-872,WH-02,HZ-02,HZ-02-12-3,446,446,446,446,41,2026-07-20 06:56:34+00:00,,,,,FL-2003-872,1400,S4M1,DL,,2022,05,,446,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00874,EL-3934-873,WH-02,HZ-02,HZ-02-18-1,113,113,113,113,6,2026-07-19 18:49:34+00:00,,,,,EL-3934-873,1400,F759,DL,,2023,07,,113,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00875,CH-7740-874,WH-01,JIS-07,JIS-07-18-2,131,131,131,131,2,2026-07-19 18:38:34+00:00,,,,,CH-7740-874,1400,W0M3,DL,,2023,11,,131,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00876,CH-4540-875,WH-01,JIS-07,JIS-07-10-3,201,201,201,201,17,2026-07-20 01:35:34+00:00,,,,,CH-4540-875,1400,S3M1,DL,,2024,09,,201,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00877,FL-7344-876,WH-02,B-07,B-07-07-1,198,198,198,198,22,2026-07-19 21:52:34+00:00,,,,,FL-7344-876,1400,XN50,DL,,2025,05,,198,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00878,EL-5743-877,WH-01,HZ-02,HZ-02-08-2,504,504,504,504,80,2026-07-20 03:44:34+00:00,,,,,EL-5743-877,1400,XNM3,DL,,2024,06,,504,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00879,PO-5109-878,WH-01,JIS-07,JIS-07-12-3,520,520,520,520,35,2026-07-19 22:29:34+00:00,,,,,PO-5109-878,1400,FAM5,DL,,2023,07,,520,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00880,PO-1695-879,WH-01,A-12,A-12-04-1,626,626,626,626,73,2026-07-20 03:08:34+00:00,,,,,PO-1695-879,1400,FAM4,DL,,2022,01,,626,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00881,FL-1073-880,WH-01,Q-04,Q-04-04-2,354,354,354,354,46,2026-07-20 03:40:34+00:00,,,,,FL-1073-880,1400,XN12,DL,,2022,03,,354,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00882,FL-9683-881,WH-02,Q-04,Q-04-04-3,361,361,361,361,60,2026-07-20 01:13:34+00:00,,,,,FL-9683-881,1400,XNRV,DL,,2023,12,,361,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00883,PO-2075-882,WH-02,B-07,B-07-15-1,454,454,454,454,64,2026-07-20 08:05:34+00:00,,,,,PO-2075-882,1400,W0M3,DL,,2023,06,,454,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00884,CH-4008-883,WH-02,B-07,B-07-15-2,198,198,198,198,37,2026-07-20 02:47:34+00:00,,,,,CH-4008-883,1400,XNRI,DL,,2023,01,,198,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00885,PO-8168-884,WH-01,HZ-02,HZ-02-09-3,471,471,471,471,36,2026-07-19 21:28:34+00:00,,,,,PO-8168-884,1400,BN99,DL,,2023,08,,471,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00886,PO-7358-885,WH-02,HZ-02,HZ-02-06-1,712,712,712,712,72,2026-07-20 01:35:34+00:00,,,,,PO-7358-885,1400,XNRV,DL,,2025,10,,712,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00887,FL-9858-886,WH-02,A-12,A-12-18-2,665,665,665,665,72,2026-07-20 04:33:34+00:00,,,,,FL-9858-886,1400,S0M1,DL,,2025,07,,665,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00888,CH-7001-887,WH-02,A-12,A-12-12-3,105,105,105,105,8,2026-07-19 17:50:34+00:00,,,,,CH-7001-887,1400,XNM1,DL,,2023,12,,105,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00889,FL-9430-888,WH-02,HZ-02,HZ-02-12-1,166,166,166,166,18,2026-07-20 07:40:34+00:00,,,,,FL-9430-888,1400,S1M1,DL,,2025,03,,166,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00890,PO-7889-889,WH-01,A-12,A-12-07-2,299,299,299,299,68,2026-07-20 02:58:34+00:00,,,,,PO-7889-889,1400,F6M1,DL,,2025,06,,299,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00891,IN-4864-890,WH-01,HZ-02,HZ-02-08-3,328,328,328,328,21,2026-07-20 05:13:34+00:00,,,,,IN-4864-890,1400,XNTS,DL,,2024,01,,328,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00892,EL-5533-891,WH-02,HZ-02,HZ-02-10-1,42,42,42,42,10,2026-07-19 17:24:34+00:00,,,,,EL-5533-891,1400,F759,DL,,2022,11,,42,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00893,CH-6155-892,WH-02,B-07,B-07-10-2,543,543,543,543,39,2026-07-20 02:27:34+00:00,,,,,CH-6155-892,1400,S6M1,DL,,2026,06,,543,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00894,CH-2203-893,WH-01,B-07,B-07-14-3,345,345,345,345,9,2026-07-20 02:12:34+00:00,,,,,CH-2203-893,1400,F773,DL,,2023,11,,345,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00895,FL-2758-894,WH-01,A-12,A-12-17-1,580,580,580,580,27,2026-07-20 06:04:34+00:00,,,,,FL-2758-894,1400,XZM1,DL,,2025,02,,580,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00896,PO-5047-895,WH-02,Q-04,Q-04-04-2,73,73,73,73,5,2026-07-19 21:27:34+00:00,,,,,PO-5047-895,1400,XNQA,DL,,2023,10,,73,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00897,IN-9593-896,WH-02,A-12,A-12-14-3,206,206,206,206,31,2026-07-20 06:18:34+00:00,,,,,IN-9593-896,1400,XZM1,DL,,2024,04,,206,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00898,CH-9584-897,WH-01,B-07,B-07-04-1,208,208,208,208,50,2026-07-20 05:01:34+00:00,,,,,CH-9584-897,1400,XNM2,DL,,2022,11,,208,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00899,EL-8950-898,WH-01,A-12,A-12-18-2,93,93,93,93,2,2026-07-19 19:16:34+00:00,,,,,EL-8950-898,1400,FAM3,DL,X,2023,09,,93,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00900,FL-1912-899,WH-01,A-12,A-12-07-3,262,262,262,262,65,2026-07-20 06:07:34+00:00,,,,,FL-1912-899,1400,XZM1,DL,,2024,05,,262,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00901,CH-3400-900,WH-02,A-12,A-12-14-1,569,569,569,569,23,2026-07-19 21:24:34+00:00,,,,,CH-3400-900,1400,XZM1,DL,,2026,01,,569,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00902,CH-2697-901,WH-02,A-12,A-12-11-2,641,641,641,641,41,2026-07-20 02:03:34+00:00,,,,,CH-2697-901,1400,F6M1,DL,,2024,09,,641,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00903,EL-2825-902,WH-02,Q-04,Q-04-07-3,681,681,681,681,24,2026-07-19 21:47:34+00:00,,,,,EL-2825-902,1400,W0M6,DL,,2026,11,,681,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00904,FL-7642-903,WH-01,A-12,A-12-02-1,220,220,220,220,27,2026-07-20 00:43:34+00:00,,,,,FL-7642-903,1400,FAM6,DL,,2026,01,,220,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00905,FL-1057-904,WH-02,B-07,B-07-02-2,44,44,44,44,3,2026-07-19 19:49:34+00:00,,,,,FL-1057-904,1400,XN99,DL,,2023,09,,44,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00906,FL-6280-905,WH-02,JIS-07,JIS-07-02-3,53,53,53,53,1,2026-07-20 03:56:34+00:00,,,,,FL-6280-905,1400,BN03,DL,,2023,05,,53,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00907,EL-4874-906,WH-02,B-07,B-07-06-1,69,69,69,69,16,2026-07-20 03:07:34+00:00,,,,,EL-4874-906,1400,S1M1,DL,,2024,03,,69,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00908,FL-6856-907,WH-01,JIS-07,JIS-07-07-2,345,345,345,345,78,2026-07-20 01:11:34+00:00,,,,,FL-6856-907,1400,W0M1,DL,,2023,12,,345,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00909,PO-4878-908,WH-02,Q-04,Q-04-15-3,595,595,595,595,34,2026-07-20 00:43:34+00:00,,,,,PO-4878-908,1400,XN99,DL,,2022,01,,595,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00910,FL-4888-909,WH-02,JIS-07,JIS-07-14-1,610,610,610,610,70,2026-07-20 05:49:34+00:00,,,,,FL-4888-909,1400,XN93,DL,,2024,08,,610,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00911,EL-1528-910,WH-01,JIS-07,JIS-07-06-2,316,316,316,316,49,2026-07-19 20:59:34+00:00,,,,,EL-1528-910,1400,FR12,DL,,2025,03,,316,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00912,EL-2156-911,WH-02,A-12,A-12-07-3,674,674,674,674,34,2026-07-19 20:14:34+00:00,,,,,EL-2156-911,1400,F1M1,DL,,2022,03,,674,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00913,EL-6787-912,WH-02,JIS-07,JIS-07-06-1,471,471,471,471,53,2026-07-19 21:12:34+00:00,,,,,EL-6787-912,1400,FAM1,DL,,2024,02,,471,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00914,PO-9472-913,WH-01,Q-04,Q-04-17-2,678,678,678,678,73,2026-07-19 19:33:34+00:00,,,,,PO-9472-913,1400,W0M2,DL,,2024,09,,678,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00915,CH-3751-914,WH-01,JIS-07,JIS-07-11-3,546,546,546,546,20,2026-07-20 00:20:34+00:00,,,,,CH-3751-914,1400,S1M1,DL,,2025,11,,546,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00916,FL-8733-915,WH-01,Q-04,Q-04-18-1,235,235,235,235,43,2026-07-19 19:52:34+00:00,,,,,FL-8733-915,1400,XN50,DL,,2024,12,,235,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00917,CH-8240-916,WH-02,JIS-07,JIS-07-06-2,674,674,674,674,80,2026-07-20 02:16:34+00:00,,,,,CH-8240-916,1400,S3M1,DL,,2024,10,,674,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00918,CH-4201-917,WH-01,Q-04,Q-04-06-3,626,626,626,626,21,2026-07-20 07:17:34+00:00,,,,,CH-4201-917,1400,F6M1,DL,,2026,07,,626,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00919,CH-6076-918,WH-02,A-12,A-12-02-1,349,349,349,349,12,2026-07-19 19:46:34+00:00,,,,,CH-6076-918,1400,XZM1,DL,,2024,06,,349,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00920,IN-3987-919,WH-02,A-12,A-12-08-2,148,148,148,148,15,2026-07-20 05:23:34+00:00,,,,,IN-3987-919,1400,FAM5,DL,,2025,09,,148,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00921,PO-4659-920,WH-01,B-07,B-07-18-3,758,758,758,758,20,2026-07-20 00:50:34+00:00,,,,,PO-4659-920,1400,S0M6,DL,,2025,02,,758,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00922,PO-7941-921,WH-01,HZ-02,HZ-02-10-1,400,400,400,400,56,2026-07-20 01:29:34+00:00,,,,,PO-7941-921,1400,W0M2,DL,,2023,12,,400,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00923,IN-9920-922,WH-01,JIS-07,JIS-07-14-2,131,131,131,131,29,2026-07-20 01:51:34+00:00,,,,,IN-9920-922,1400,F761,DL,,2024,11,,131,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00924,EL-5879-923,WH-01,HZ-02,HZ-02-10-3,348,348,348,348,62,2026-07-20 02:50:34+00:00,,,,,EL-5879-923,1400,D0M1,DL,,2026,02,,348,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00925,IN-8860-924,WH-01,B-07,B-07-18-1,165,165,165,165,26,2026-07-19 23:38:34+00:00,,,,,IN-8860-924,1400,XN99,DL,,2024,09,,165,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00926,PO-3839-925,WH-02,B-07,B-07-11-2,247,247,247,247,44,2026-07-19 20:10:34+00:00,,,,,PO-3839-925,1400,FR12,DL,,2023,10,,247,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00927,PO-1984-926,WH-02,B-07,B-07-11-3,622,622,622,622,11,2026-07-20 05:26:34+00:00,,,,,PO-1984-926,1400,S0M6,DL,,2024,10,,622,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00928,IN-8177-927,WH-01,JIS-07,JIS-07-15-1,265,265,265,265,2,2026-07-19 17:59:34+00:00,,,,,IN-8177-927,1400,XN38,DL,,2022,03,,265,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00929,EL-1702-928,WH-02,B-07,B-07-18-2,96,96,96,96,3,2026-07-19 23:04:34+00:00,,,,,EL-1702-928,1400,F4M1,DL,,2024,04,,96,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00930,FL-4383-929,WH-02,HZ-02,HZ-02-05-3,245,245,245,245,47,2026-07-20 05:52:34+00:00,,,,,FL-4383-929,1400,F1M1,DL,,2024,06,,245,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00931,EL-5713-930,WH-02,Q-04,Q-04-16-1,474,474,474,474,73,2026-07-19 21:09:34+00:00,,,,,EL-5713-930,1400,W0M2,DL,,2024,09,,474,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00932,IN-7593-931,WH-01,JIS-07,JIS-07-16-2,271,271,271,271,50,2026-07-19 20:22:34+00:00,,,,,IN-7593-931,1400,FAM4,DL,,2025,05,,271,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00933,EL-9816-932,WH-01,A-12,A-12-10-3,247,247,247,247,23,2026-07-19 17:22:34+00:00,,,,,EL-9816-932,1400,XNM3,DL,,2023,03,,247,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00934,FL-7169-933,WH-02,JIS-07,JIS-07-04-1,583,583,583,583,14,2026-07-20 05:45:34+00:00,,,,,FL-7169-933,1400,XZM1,DL,,2024,12,,583,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00935,EL-4252-934,WH-01,JIS-07,JIS-07-06-2,81,81,81,81,13,2026-07-19 22:16:34+00:00,,,,,EL-4252-934,1400,WAM1,DL,,2024,08,,81,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00936,CH-7808-935,WH-02,Q-04,Q-04-08-3,148,148,148,148,6,2026-07-20 07:22:34+00:00,,,,,CH-7808-935,1400,W0M1,DL,,2024,06,,148,ST,0,0,0,0,0,0,0,0,0,0,0,20260720,20260720,Kassel,,,,False,
INV-00937,EL-3364-936,WH-02,Q-04,Q-04-17-1,99,99,99,99,9,2026-07-20 02:59:34+00:00,,,,,EL-3364-936,1400,W0M2,DL,,2023,12,,99,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00938,FL-2161-937,WH-01,HZ-02,HZ-02-04-2,745,745,745,745,33,2026-07-19 23:34:34+00:00,,,,,FL-2161-937,1400,BN03,DL,,2023,03,,745,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00939,IN-2587-938,WH-02,A-12,A-12-10-3,172,172,172,172,9,2026-07-20 03:39:34+00:00,,,,,IN-2587-938,1400,F759,DL,,2023,12,,172,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00940,FL-1997-939,WH-01,Q-04,Q-04-04-1,440,440,440,440,38,2026-07-19 22:29:34+00:00,,,,,FL-1997-939,1400,S0M6,DL,,2026,03,,440,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00941,CH-2109-940,WH-01,B-07,B-07-08-2,530,530,530,530,8,2026-07-20 01:23:34+00:00,,,,,CH-2109-940,1400,W0M6,DL,,2024,01,,530,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00942,EL-4040-941,WH-02,A-12,A-12-04-3,315,315,315,315,14,2026-07-20 00:49:34+00:00,,,,,EL-4040-941,1400,W0M3,DL,,2025,06,,315,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00943,CH-5690-942,WH-02,JIS-07,JIS-07-02-1,240,240,240,240,54,2026-07-20 07:02:34+00:00,,,,,CH-5690-942,1400,S6M1,DL,,2023,08,,240,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00944,IN-4153-943,WH-02,A-12,A-12-07-2,621,621,621,621,13,2026-07-20 02:01:34+00:00,,,,,IN-4153-943,1400,F761,DL,,2026,02,,621,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00945,CH-3302-944,WH-01,Q-04,Q-04-07-3,562,562,562,562,45,2026-07-19 22:34:34+00:00,,,,,CH-3302-944,1400,FAM5,DL,,2024,11,,562,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00946,FL-1141-945,WH-01,Q-04,Q-04-06-1,677,677,677,677,61,2026-07-19 20:16:34+00:00,,,,,FL-1141-945,1400,F3M1,DL,,2025,02,,677,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00947,FL-8040-946,WH-02,HZ-02,HZ-02-14-2,33,33,33,33,8,2026-07-20 03:27:34+00:00,,,,,FL-8040-946,1400,XNM1,DL,,2025,05,,33,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00948,PO-9687-947,WH-01,B-07,B-07-09-3,130,130,130,130,21,2026-07-19 20:14:34+00:00,,,,,PO-9687-947,1400,XNQA,DL,,2022,09,,130,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00949,FL-6394-948,WH-02,HZ-02,HZ-02-15-1,573,573,573,573,53,2026-07-19 20:42:34+00:00,,,,,FL-6394-948,1400,FAM5,DL,,2026,07,,573,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00950,CH-5595-949,WH-01,A-12,A-12-10-2,199,199,199,199,37,2026-07-19 19:14:34+00:00,,,,,CH-5595-949,1400,S0M1,DL,,2024,02,,199,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00951,IN-2340-950,WH-02,JIS-07,JIS-07-01-3,441,441,441,441,57,2026-07-19 20:18:34+00:00,,,,,IN-2340-950,1400,FAM4,DL,,2023,03,,441,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00952,IN-4658-951,WH-01,JIS-07,JIS-07-03-1,705,705,705,705,12,2026-07-20 04:00:34+00:00,,,,,IN-4658-951,1400,XNTS,DL,,2026,06,,705,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00953,CH-6301-952,WH-01,B-07,B-07-04-2,384,384,384,384,67,2026-07-19 18:34:34+00:00,,,,,CH-6301-952,1400,FR12,DL,,2023,02,,384,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00954,PO-5015-953,WH-01,B-07,B-07-02-3,618,618,618,618,76,2026-07-20 02:09:34+00:00,,,,,PO-5015-953,1400,XNRI,DL,,2022,06,,618,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00955,FL-5069-954,WH-02,B-07,B-07-11-1,477,477,477,477,51,2026-07-19 18:41:34+00:00,,,,,FL-5069-954,1400,F4M1,DL,,2024,09,,477,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00956,FL-6320-955,WH-02,Q-04,Q-04-07-2,250,250,250,250,40,2026-07-20 03:19:34+00:00,,,,,FL-6320-955,1400,F3M1,DL,,2023,02,,250,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00957,EL-5084-956,WH-02,B-07,B-07-05-3,207,207,207,207,40,2026-07-19 21:54:34+00:00,,,,,EL-5084-956,1400,XNM3,DL,,2026,11,,207,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00958,IN-3993-957,WH-01,Q-04,Q-04-03-1,321,321,321,321,5,2026-07-20 05:11:34+00:00,,,,,IN-3993-957,1400,XNM1,DL,,2025,09,,321,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00959,PO-6085-958,WH-02,JIS-07,JIS-07-14-2,734,734,734,734,45,2026-07-20 03:59:34+00:00,,,,,PO-6085-958,1400,F759,DL,,2023,08,,734,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00960,IN-2352-959,WH-02,HZ-02,HZ-02-16-3,138,138,138,138,23,2026-07-19 19:21:34+00:00,,,,,IN-2352-959,1400,F1M1,DL,,2023,06,,138,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00961,IN-5338-960,WH-02,B-07,B-07-14-1,423,423,423,423,70,2026-07-19 17:39:34+00:00,,,,,IN-5338-960,1400,XNM3,DL,,2024,01,,423,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00962,PO-8362-961,WH-01,A-12,A-12-01-2,712,712,712,712,79,2026-07-20 02:07:34+00:00,,,,,PO-8362-961,1400,FR12,DL,,2023,07,,712,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00963,IN-9277-962,WH-02,Q-04,Q-04-12-3,523,523,523,523,1,2026-07-20 07:35:34+00:00,,,,,IN-9277-962,1400,S0M1,DL,,2023,05,,523,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00964,IN-6790-963,WH-02,A-12,A-12-18-1,534,534,534,534,3,2026-07-19 22:42:34+00:00,,,,,IN-6790-963,1400,XN93,DL,,2022,06,,534,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00965,FL-6796-964,WH-02,Q-04,Q-04-18-2,553,553,553,553,56,2026-07-19 19:33:34+00:00,,,,,FL-6796-964,1400,F230,DL,,2025,01,,553,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
INV-00966,FL-9326-965,WH-01,Q-04,Q-04-02-3,482,482,482,482,64,2026-07-20 05:05:34+00:00,,,,,FL-9326-965,1400,S0M3,DL,,2024,05,,482,ST,0,0,0,0,0,0,0,0,0,0,0,00000000,20260720,Kassel,,,,False,
