id,worker,zone,shift,task_type,pick_rate,exceptions,overtime_hours,recorded_at
WKR-05706,Operator 619,A-12,B,packing,88,0,1.2,2026-05-23T16:57:52+00:00
WKR-05707,Operator 670,B-07,C,picking,97,0,0.3,2026-06-02T06:10:52+00:00
WKR-05708,Operator 232,A-12,A,picking,97,2,0.3,2026-07-19T15:58:52+00:00
WKR-05709,Operator 511,A-12,C,quality,53,1,0.7,2026-05-24T13:31:52+00:00
WKR-05710,Operator 044,B-07,A,picking,101,0,0.6,2026-06-28T19:27:52+00:00
WKR-05711,Operator 323,JIS-07,C,packing,72,0,0.3,2026-06-18T17:56:52+00:00
WKR-05712,Operator 561,A-12,B,picking,99,3,0,2026-06-20T02:44:52+00:00
WKR-05713,Operator 549,Q-04,B,picking,93,2,0,2026-06-15T04:25:52+00:00
WKR-05714,Operator 097,HZ-02,B,quality,67,0,0.3,2026-06-28T10:26:52+00:00
WKR-05715,Operator 023,Q-04,B,picking,108,3,0.7,2026-05-30T13:40:52+00:00
WKR-05716,Operator 385,JIS-07,A,picking,71,2,0.6,2026-06-22T00:59:52+00:00
WKR-05717,Operator 303,HZ-02,B,replenishment,66,1,0.4,2026-06-07T07:49:52+00:00
WKR-05718,Operator 126,HZ-02,A,quality,46,0,0.9,2026-05-27T04:11:52+00:00
WKR-05719,Operator 670,B-07,B,packing,77,1,0,2026-06-02T09:12:52+00:00
WKR-05720,Operator 390,A-12,A,picking,87,1,0.5,2026-07-02T06:18:52+00:00
WKR-05721,Operator 663,HZ-02,C,packing,92,2,0.3,2026-07-04T13:45:52+00:00
WKR-05722,Operator 803,B-07,C,packing,74,3,0,2026-07-13T20:29:52+00:00
WKR-05723,Operator 593,JIS-07,B,replenishment,59,0,0.7,2026-07-04T11:36:52+00:00
WKR-05724,Operator 300,Q-04,C,replenishment,72,1,0.0,2026-07-10T15:36:52+00:00
WKR-05725,Operator 644,JIS-07,C,quality,52,4,0.3,2026-06-04T04:43:52+00:00
WKR-05726,Operator 524,B-07,A,quality,52,0,0,2026-06-25T18:26:52+00:00
WKR-05727,Operator 233,HZ-02,C,packing,78,2,0.3,2026-07-17T08:42:52+00:00
WKR-05728,Operator 504,Q-04,B,packing,78,3,0.5,2026-06-28T15:59:52+00:00
WKR-05729,Operator 500,A-12,C,replenishment,60,1,0.4,2026-07-03T18:28:52+00:00
WKR-05730,Operator 582,JIS-07,B,packing,77,0,0.8,2026-06-26T01:06:52+00:00
WKR-05731,Operator 008,A-12,A,quality,63,0,0.7,2026-05-25T23:00:52+00:00
WKR-05732,Operator 448,A-12,B,quality,52,4,0.4,2026-06-15T14:27:52+00:00
WKR-05733,Operator 566,Q-04,C,packing,83,4,0.7,2026-06-16T04:27:52+00:00
WKR-05734,Operator 458,HZ-02,C,replenishment,60,2,0.9,2026-06-20T14:56:52+00:00
WKR-05735,Operator 489,A-12,A,picking,91,1,0.6,2026-06-09T13:18:52+00:00
WKR-05736,Operator 160,A-12,B,picking,97,4,1.3,2026-06-07T00:06:52+00:00
WKR-05737,Operator 811,A-12,A,picking,91,2,0.8,2026-06-08T20:55:52+00:00
WKR-05738,Operator 636,B-07,A,replenishment,80,3,0.7,2026-07-05T03:15:52+00:00
WKR-05739,Operator 720,JIS-07,A,packing,85,4,0.1,2026-06-27T17:54:52+00:00
WKR-05740,Operator 394,A-12,B,picking,88,3,0.2,2026-06-09T15:48:52+00:00
WKR-05741,Operator 345,A-12,C,picking,97,0,0.5,2026-05-30T15:45:52+00:00
WKR-05742,Operator 167,Q-04,B,replenishment,79,2,0.9,2026-07-02T17:38:52+00:00
WKR-05743,Operator 138,HZ-02,C,replenishment,68,3,0.3,2026-07-18T08:36:52+00:00
WKR-05744,Operator 467,HZ-02,A,replenishment,82,1,0.7,2026-07-13T12:43:52+00:00
WKR-05745,Operator 746,HZ-02,B,replenishment,64,4,0.2,2026-06-18T18:32:52+00:00
WKR-05746,Operator 108,A-12,C,packing,75,1,0.1,2026-06-25T08:21:52+00:00
WKR-05747,Operator 109,Q-04,A,picking,91,3,1.0,2026-06-30T15:41:52+00:00
WKR-05748,Operator 603,HZ-02,B,picking,95,2,0.2,2026-07-17T05:33:52+00:00
WKR-05749,Operator 218,JIS-07,A,quality,60,2,0.6,2026-06-08T03:05:52+00:00
WKR-05750,Operator 246,Q-04,A,quality,56,2,0.1,2026-06-14T11:54:52+00:00
WKR-05751,Operator 185,Q-04,B,replenishment,66,3,0.4,2026-07-12T00:01:52+00:00
WKR-05752,Operator 247,HZ-02,C,replenishment,57,2,1.0,2026-06-04T02:18:52+00:00
WKR-05753,Operator 258,B-07,B,replenishment,71,1,0.7,2026-06-05T23:00:52+00:00
WKR-05754,Operator 387,B-07,C,packing,77,2,1.5,2026-07-11T11:40:52+00:00
WKR-05755,Operator 587,A-12,C,packing,77,3,0.8,2026-05-21T16:26:52+00:00
WKR-05756,Operator 846,A-12,A,packing,82,0,1.9,2026-06-07T00:13:52+00:00
WKR-05757,Operator 245,A-12,B,quality,46,3,1.0,2026-06-12T17:03:52+00:00
WKR-05758,Operator 028,JIS-07,B,quality,45,0,1.4,2026-06-27T02:21:52+00:00
WKR-05759,Operator 603,B-07,A,quality,45,3,0.4,2026-06-23T03:24:52+00:00
WKR-05760,Operator 305,B-07,B,quality,66,3,1.1,2026-07-15T19:29:52+00:00
WKR-05761,Operator 800,B-07,C,picking,99,4,0,2026-07-05T19:15:52+00:00
WKR-05762,Operator 163,JIS-07,C,quality,57,4,1.1,2026-06-01T04:07:52+00:00
WKR-05763,Operator 139,JIS-07,B,replenishment,78,0,0.6,2026-05-31T09:41:52+00:00
WKR-05764,Operator 142,A-12,C,picking,98,0,0.2,2026-07-13T01:18:52+00:00
WKR-05765,Operator 005,JIS-07,C,picking,97,1,0,2026-07-07T11:34:52+00:00
WKR-05766,Operator 598,JIS-07,B,replenishment,68,4,0.6,2026-06-03T04:26:52+00:00
WKR-05767,Operator 499,Q-04,A,picking,107,1,0.6,2026-07-15T06:09:52+00:00
WKR-05768,Operator 224,A-12,B,picking,90,1,1.0,2026-07-07T12:38:52+00:00
WKR-05769,Operator 717,B-07,C,packing,60,4,0.5,2026-07-11T13:29:52+00:00
WKR-05770,Operator 548,JIS-07,C,replenishment,78,2,1.0,2026-07-07T20:11:52+00:00
WKR-05771,Operator 692,HZ-02,C,replenishment,78,0,0.7,2026-05-23T12:03:52+00:00
WKR-05772,Operator 150,HZ-02,B,replenishment,80,4,0.5,2026-07-19T20:02:52+00:00
WKR-05773,Operator 149,HZ-02,C,packing,68,0,0.0,2026-05-22T11:59:52+00:00
WKR-05774,Operator 552,JIS-07,B,packing,71,3,0.8,2026-07-02T14:14:52+00:00
WKR-05775,Operator 413,HZ-02,A,quality,34,7,6.1,2026-07-14T11:43:52+00:00
WKR-05776,Operator 658,JIS-07,C,replenishment,71,4,0.6,2026-06-25T22:55:52+00:00
WKR-05777,Operator 660,JIS-07,A,picking,111,4,1.0,2026-06-28T00:39:52+00:00
WKR-05778,Operator 736,Q-04,C,picking,87,3,0.9,2026-06-03T04:26:52+00:00
WKR-05779,Operator 839,HZ-02,C,quality,45,1,0,2026-05-21T16:51:52+00:00
WKR-05780,Operator 235,B-07,C,packing,76,1,0.3,2026-07-08T08:43:52+00:00
WKR-05781,Operator 813,Q-04,C,quality,48,2,1.1,2026-07-15T19:32:52+00:00
WKR-05782,Operator 101,JIS-07,B,packing,60,3,0.6,2026-07-06T19:22:52+00:00
WKR-05783,Operator 240,HZ-02,B,quality,54,0,0.4,2026-06-30T08:21:52+00:00
WKR-05784,Operator 133,Q-04,A,quality,37,3,0.5,2026-06-09T20:42:52+00:00
WKR-05785,Operator 682,Q-04,B,packing,76,2,0,2026-07-10T21:43:52+00:00
WKR-05786,Operator 538,A-12,B,replenishment,57,3,1.0,2026-06-06T20:00:52+00:00
WKR-05787,Operator 783,B-07,B,replenishment,63,0,0.8,2026-05-21T21:32:52+00:00
WKR-05788,Operator 056,JIS-07,B,quality,34,2,1.1,2026-07-18T22:06:52+00:00
WKR-05789,Operator 472,B-07,B,packing,79,2,0.3,2026-06-05T08:45:52+00:00
WKR-05790,Operator 285,HZ-02,B,quality,59,0,0.5,2026-06-11T12:15:52+00:00
WKR-05791,Operator 600,B-07,B,replenishment,90,4,1.0,2026-05-26T15:16:52+00:00
WKR-05792,Operator 020,JIS-07,B,packing,75,2,0.1,2026-07-05T11:13:52+00:00
WKR-05793,Operator 661,B-07,C,picking,88,1,1.4,2026-07-17T03:26:52+00:00
WKR-05794,Operator 689,A-12,A,replenishment,81,1,0.5,2026-06-16T01:05:52+00:00
WKR-05795,Operator 244,HZ-02,C,replenishment,69,3,0,2026-07-12T04:16:52+00:00
WKR-05796,Operator 402,B-07,B,packing,79,4,0.7,2026-06-23T23:01:52+00:00
WKR-05797,Operator 168,B-07,C,picking,85,1,1.5,2026-05-28T03:41:52+00:00
WKR-05798,Operator 536,B-07,C,picking,117,2,0.6,2026-07-13T19:31:52+00:00
WKR-05799,Operator 380,HZ-02,B,picking,93,2,0.1,2026-07-10T00:26:52+00:00
WKR-05800,Operator 191,HZ-02,A,quality,58,2,0.5,2026-06-12T15:45:52+00:00
WKR-05801,Operator 117,B-07,B,replenishment,59,2,0,2026-05-26T02:16:52+00:00
WKR-05802,Operator 709,Q-04,C,quality,60,4,0.6,2026-07-11T21:43:52+00:00
WKR-05803,Operator 050,B-07,C,replenishment,87,4,0,2026-07-16T23:24:52+00:00
WKR-05804,Operator 171,HZ-02,B,replenishment,78,0,0,2026-05-30T00:57:52+00:00
WKR-05805,Operator 546,Q-04,B,quality,58,1,1.1,2026-06-18T19:43:52+00:00
WKR-05806,Operator 327,Q-04,C,replenishment,61,0,0.4,2026-06-22T08:17:52+00:00
WKR-05807,Operator 359,HZ-02,B,quality,41,1,1.0,2026-05-27T07:10:52+00:00
WKR-05808,Operator 682,A-12,B,packing,79,0,0.1,2026-06-16T02:49:52+00:00
WKR-05809,Operator 688,Q-04,A,quality,55,2,0.4,2026-06-15T19:10:52+00:00
WKR-05810,Operator 266,HZ-02,B,replenishment,86,4,0.2,2026-07-17T00:54:52+00:00
WKR-05811,Operator 013,A-12,C,quality,66,4,1.0,2026-07-13T10:01:52+00:00
WKR-05812,Operator 469,B-07,C,quality,55,2,0.3,2026-06-22T17:22:52+00:00
WKR-05813,Operator 287,B-07,B,picking,88,2,0.5,2026-06-20T03:45:52+00:00
WKR-05814,Operator 219,Q-04,C,picking,90,1,0.5,2026-06-14T01:11:52+00:00
WKR-05815,Operator 574,A-12,B,replenishment,58,4,0.9,2026-05-25T09:35:52+00:00
WKR-05816,Operator 127,JIS-07,A,picking,107,1,0.7,2026-07-07T04:40:52+00:00
WKR-05817,Operator 097,B-07,A,quality,49,3,0.1,2026-07-06T21:46:52+00:00
WKR-05818,Operator 845,A-12,C,picking,87,0,1.2,2026-07-15T14:40:52+00:00
WKR-05819,Operator 284,B-07,C,quality,66,1,0.2,2026-06-21T06:35:52+00:00
WKR-05820,Operator 012,Q-04,C,picking,77,1,1.1,2026-07-09T22:45:52+00:00
WKR-05821,Operator 681,A-12,A,packing,79,0,0.4,2026-06-08T02:14:52+00:00
WKR-05822,Operator 764,B-07,B,quality,68,4,0.1,2026-06-15T20:27:52+00:00
WKR-05823,Operator 695,Q-04,A,packing,58,4,0.8,2026-06-10T18:56:52+00:00
WKR-05824,Operator 411,JIS-07,A,packing,73,3,0.3,2026-06-03T02:23:52+00:00
WKR-05825,Operator 660,A-12,B,packing,73,4,0.5,2026-06-13T20:04:52+00:00
WKR-05826,Operator 288,A-12,C,packing,81,3,0.9,2026-06-26T23:56:52+00:00
WKR-05827,Operator 672,A-12,B,packing,64,1,0.3,2026-06-10T15:08:52+00:00
WKR-05828,Operator 051,A-12,A,picking,82,1,0.7,2026-06-26T14:39:52+00:00
WKR-05829,Operator 409,HZ-02,C,quality,39,3,0,2026-07-02T05:21:52+00:00
WKR-05830,Operator 521,JIS-07,B,packing,82,3,0.5,2026-07-09T09:29:52+00:00
WKR-05831,Operator 796,A-12,B,replenishment,46,4,1.1,2026-07-06T16:54:52+00:00
WKR-05832,Operator 461,B-07,A,picking,73,1,0.9,2026-07-03T16:59:52+00:00
WKR-05833,Operator 662,HZ-02,B,picking,94,0,1.5,2026-06-25T15:41:52+00:00
WKR-05834,Operator 652,A-12,C,packing,82,4,0,2026-07-05T04:38:52+00:00
WKR-05835,Operator 378,JIS-07,B,packing,67,3,0.6,2026-05-29T03:40:52+00:00
WKR-05836,Operator 679,HZ-02,B,replenishment,48,2,0.4,2026-07-11T09:33:52+00:00
WKR-05837,Operator 435,HZ-02,C,quality,54,2,0,2026-06-17T19:43:52+00:00
WKR-05838,Operator 235,HZ-02,B,packing,79,2,0,2026-06-22T15:02:52+00:00
WKR-05839,Operator 597,B-07,C,quality,45,1,1.5,2026-07-07T11:18:52+00:00
WKR-05840,Operator 395,JIS-07,B,quality,65,0,0.3,2026-07-11T00:01:52+00:00
WKR-05841,Operator 174,JIS-07,A,picking,94,1,1.0,2026-05-27T10:37:52+00:00
WKR-05842,Operator 529,HZ-02,C,picking,79,2,0,2026-05-27T06:58:52+00:00
WKR-05843,Operator 673,HZ-02,B,picking,94,0,0.4,2026-05-25T22:55:52+00:00
WKR-05844,Operator 575,B-07,B,quality,61,0,0,2026-06-29T21:04:52+00:00
WKR-05845,Operator 791,A-12,A,picking,82,1,0.5,2026-07-01T07:45:52+00:00
WKR-05846,Operator 152,A-12,C,quality,46,0,1.2,2026-06-19T03:56:52+00:00
WKR-05847,Operator 675,Q-04,C,quality,54,2,0,2026-06-26T10:02:52+00:00
WKR-05848,Operator 650,A-12,B,replenishment,66,0,0.4,2026-06-20T22:22:52+00:00
WKR-05849,Operator 567,A-12,A,quality,44,2,1.0,2026-06-10T08:58:52+00:00
WKR-05850,Operator 254,JIS-07,B,packing,62,2,0.0,2026-05-24T03:31:52+00:00
WKR-05851,Operator 180,A-12,B,packing,96,1,0,2026-06-15T20:55:52+00:00
WKR-05852,Operator 828,Q-04,C,picking,90,4,0.1,2026-06-12T12:53:52+00:00
WKR-05853,Operator 720,A-12,B,quality,45,4,0.5,2026-06-04T01:07:52+00:00
WKR-05854,Operator 303,Q-04,B,replenishment,62,1,0,2026-06-04T13:12:52+00:00
WKR-05855,Operator 401,B-07,A,picking,80,2,0.1,2026-07-16T13:58:52+00:00
WKR-05856,Operator 697,HZ-02,C,quality,62,1,0.9,2026-06-12T08:35:52+00:00
WKR-05857,Operator 264,HZ-02,A,quality,56,3,0,2026-05-25T19:54:52+00:00
WKR-05858,Operator 444,HZ-02,A,quality,51,3,1.0,2026-06-05T13:51:52+00:00
WKR-05859,Operator 624,JIS-07,B,picking,86,4,0,2026-06-05T17:06:52+00:00
WKR-05860,Operator 452,HZ-02,B,quality,47,4,1.3,2026-06-18T13:55:52+00:00
WKR-05861,Operator 484,B-07,C,picking,95,2,0.5,2026-05-24T13:11:52+00:00
WKR-05862,Operator 076,A-12,B,replenishment,79,3,0.4,2026-07-01T08:15:52+00:00
WKR-05863,Operator 515,A-12,A,packing,91,1,0.6,2026-06-11T22:18:52+00:00
WKR-05864,Operator 145,B-07,A,picking,86,4,0.4,2026-06-07T23:07:52+00:00
WKR-05865,Operator 305,JIS-07,C,picking,99,0,0.7,2026-06-25T16:04:52+00:00
WKR-05866,Operator 204,Q-04,C,picking,85,1,0.6,2026-07-06T14:37:52+00:00
WKR-05867,Operator 270,HZ-02,C,replenishment,64,0,0,2026-05-26T04:36:52+00:00
WKR-05868,Operator 800,JIS-07,C,packing,72,4,0.6,2026-07-02T18:06:52+00:00
WKR-05869,Operator 170,B-07,A,picking,88,3,0.2,2026-06-27T15:23:52+00:00
WKR-05870,Operator 428,B-07,B,picking,98,3,0,2026-06-08T15:34:52+00:00
WKR-05871,Operator 554,B-07,B,picking,85,2,0.5,2026-07-15T22:58:52+00:00
WKR-05872,Operator 305,B-07,B,replenishment,67,1,0.8,2026-07-06T14:11:52+00:00
WKR-05873,Operator 364,HZ-02,C,replenishment,63,0,0.8,2026-06-22T08:40:52+00:00
WKR-05874,Operator 642,JIS-07,A,picking,87,1,0.9,2026-05-21T08:42:52+00:00
WKR-05875,Operator 701,HZ-02,C,picking,86,1,0.9,2026-07-19T10:54:52+00:00
WKR-05876,Operator 133,HZ-02,B,replenishment,72,0,0.9,2026-05-30T04:35:52+00:00
WKR-05877,Operator 051,JIS-07,B,quality,54,2,0.2,2026-06-08T21:43:52+00:00
WKR-05878,Operator 116,JIS-07,B,quality,58,4,0.4,2026-07-09T21:12:52+00:00
WKR-05879,Operator 458,B-07,C,packing,92,3,0.4,2026-06-06T11:11:52+00:00
WKR-05880,Operator 408,JIS-07,A,picking,100,1,0,2026-06-09T06:41:52+00:00
WKR-05881,Operator 792,B-07,C,packing,82,0,0.2,2026-06-01T22:31:52+00:00
WKR-05882,Operator 418,A-12,A,packing,81,3,0,2026-05-25T00:43:52+00:00
WKR-05883,Operator 024,JIS-07,A,quality,50,0,0.5,2026-05-31T14:14:52+00:00
WKR-05884,Operator 711,A-12,B,replenishment,75,3,0,2026-06-10T15:03:52+00:00
WKR-05885,Operator 042,HZ-02,C,quality,63,3,0,2026-06-21T12:52:52+00:00
WKR-05886,Operator 356,HZ-02,C,quality,21,7,5.6,2026-07-19T23:30:52+00:00
WKR-05887,Operator 234,HZ-02,B,picking,83,0,0.7,2026-06-07T03:34:52+00:00
WKR-05888,Operator 426,B-07,B,replenishment,62,3,0.8,2026-05-24T06:01:52+00:00
WKR-05889,Operator 220,JIS-07,A,packing,64,1,0.2,2026-07-15T04:17:52+00:00
WKR-05890,Operator 519,A-12,A,packing,81,4,0.7,2026-06-23T02:33:52+00:00
WKR-05891,Operator 005,Q-04,A,quality,18,1,0.3,2026-07-14T19:09:52+00:00
WKR-05892,Operator 566,JIS-07,B,replenishment,74,0,0.6,2026-06-13T10:21:52+00:00
WKR-05893,Operator 002,A-12,A,packing,83,3,0.2,2026-06-09T22:03:52+00:00
WKR-05894,Operator 140,A-12,C,picking,84,2,0.2,2026-05-25T07:13:52+00:00
WKR-05895,Operator 835,HZ-02,B,packing,91,4,0.2,2026-06-08T11:31:52+00:00
WKR-05896,Operator 291,Q-04,C,picking,95,4,0.0,2026-07-08T12:16:52+00:00
WKR-05897,Operator 196,A-12,A,packing,69,3,0.2,2026-06-21T11:09:52+00:00
WKR-05898,Operator 829,Q-04,B,quality,66,1,1.1,2026-06-09T03:51:52+00:00
WKR-05899,Operator 187,A-12,B,picking,94,0,0.5,2026-06-10T19:26:52+00:00
WKR-05900,Operator 092,B-07,C,quality,54,4,0.5,2026-07-14T03:00:52+00:00
WKR-05901,Operator 811,HZ-02,A,replenishment,69,0,0,2026-06-03T12:42:52+00:00
WKR-05902,Operator 794,B-07,A,packing,58,2,0.8,2026-06-09T07:29:52+00:00
WKR-05903,Operator 064,HZ-02,B,picking,71,0,0.8,2026-06-10T18:31:52+00:00
WKR-05904,Operator 322,A-12,C,picking,70,4,0.1,2026-07-11T09:33:52+00:00
WKR-05905,Operator 817,HZ-02,A,packing,77,3,1.1,2026-07-03T07:36:52+00:00
WKR-05906,Operator 130,HZ-02,A,quality,77,1,0.4,2026-06-19T14:39:52+00:00
WKR-05907,Operator 748,HZ-02,A,replenishment,75,3,0.3,2026-05-27T08:08:52+00:00
WKR-05908,Operator 108,HZ-02,C,replenishment,68,0,0.7,2026-06-17T22:14:52+00:00
WKR-05909,Operator 841,JIS-07,B,quality,62,1,1.0,2026-06-04T10:06:52+00:00
WKR-05910,Operator 748,JIS-07,B,replenishment,70,0,0.4,2026-07-20T03:49:52+00:00
WKR-05911,Operator 469,A-12,B,replenishment,61,4,1.2,2026-07-10T09:27:52+00:00
WKR-05912,Operator 179,JIS-07,C,packing,81,2,0.3,2026-05-25T21:40:52+00:00
WKR-05913,Operator 154,HZ-02,A,packing,85,1,1.0,2026-07-15T18:25:52+00:00
WKR-05914,Operator 473,A-12,C,quality,56,0,0.7,2026-06-11T14:44:52+00:00
WKR-05915,Operator 021,HZ-02,C,replenishment,79,2,0.7,2026-06-08T23:35:52+00:00
WKR-05916,Operator 012,A-12,C,replenishment,65,4,1.1,2026-06-08T04:46:52+00:00
WKR-05917,Operator 423,Q-04,C,replenishment,77,1,0.5,2026-06-21T08:13:52+00:00
WKR-05918,Operator 330,JIS-07,B,replenishment,65,1,1.6,2026-07-13T17:12:52+00:00
WKR-05919,Operator 790,Q-04,C,picking,91,0,0.3,2026-06-19T06:23:52+00:00
WKR-05920,Operator 599,HZ-02,C,packing,87,0,0.3,2026-07-05T23:21:52+00:00
WKR-05921,Operator 218,Q-04,C,quality,47,1,0.1,2026-06-30T06:38:52+00:00
WKR-05922,Operator 511,HZ-02,A,packing,80,0,0.6,2026-06-01T12:08:52+00:00
WKR-05923,Operator 247,A-12,B,quality,45,3,1.0,2026-06-02T05:26:52+00:00
WKR-05924,Operator 787,Q-04,B,packing,84,4,0.4,2026-06-08T15:44:52+00:00
WKR-05925,Operator 690,JIS-07,A,quality,62,2,0.9,2026-06-02T14:22:52+00:00
WKR-05926,Operator 545,B-07,A,replenishment,75,0,0.9,2026-06-07T20:55:52+00:00
WKR-05927,Operator 480,A-12,B,replenishment,80,1,0.9,2026-06-27T00:42:52+00:00
WKR-05928,Operator 224,JIS-07,A,packing,82,3,0.9,2026-06-16T19:48:52+00:00
WKR-05929,Operator 830,A-12,C,picking,82,1,0.8,2026-06-11T00:11:52+00:00
WKR-05930,Operator 544,B-07,A,quality,58,4,0,2026-05-30T09:58:52+00:00
WKR-05931,Operator 247,JIS-07,A,replenishment,66,4,1.0,2026-05-29T22:38:52+00:00
WKR-05932,Operator 334,HZ-02,C,picking,91,0,1.0,2026-07-16T01:54:52+00:00
WKR-05933,Operator 145,B-07,B,replenishment,63,1,0.4,2026-06-01T13:46:52+00:00
WKR-05934,Operator 591,Q-04,A,picking,99,3,0.5,2026-07-09T08:37:52+00:00
WKR-05935,Operator 173,JIS-07,C,quality,67,4,0.5,2026-05-31T05:03:52+00:00
WKR-05936,Operator 318,HZ-02,A,packing,71,1,0.8,2026-07-11T08:03:52+00:00
WKR-05937,Operator 440,Q-04,B,replenishment,60,1,0.5,2026-06-25T23:56:52+00:00
WKR-05938,Operator 266,JIS-07,A,quality,35,1,0.5,2026-06-23T16:07:52+00:00
WKR-05939,Operator 753,Q-04,C,packing,91,2,0.4,2026-06-06T20:35:52+00:00
WKR-05940,Operator 114,A-12,A,picking,80,4,0.3,2026-05-29T21:22:52+00:00
WKR-05941,Operator 441,B-07,B,packing,93,3,0,2026-05-29T00:20:52+00:00
WKR-05942,Operator 734,Q-04,B,quality,44,1,0.6,2026-07-15T15:18:52+00:00
WKR-05943,Operator 567,HZ-02,C,replenishment,54,3,0,2026-05-21T17:22:52+00:00
WKR-05944,Operator 632,A-12,A,replenishment,69,0,1.2,2026-06-27T19:49:52+00:00
WKR-05945,Operator 582,HZ-02,A,quality,51,1,0.6,2026-07-04T21:23:52+00:00
WKR-05946,Operator 272,Q-04,A,quality,43,1,0.1,2026-06-01T21:31:52+00:00
WKR-05947,Operator 564,A-12,A,replenishment,77,4,0.5,2026-06-28T20:51:52+00:00
WKR-05948,Operator 258,A-12,C,replenishment,59,4,0.2,2026-07-11T06:55:52+00:00
WKR-05949,Operator 805,Q-04,C,quality,47,1,0.6,2026-06-29T08:14:52+00:00
WKR-05950,Operator 209,A-12,A,replenishment,56,1,1.3,2026-07-03T05:25:52+00:00
WKR-05951,Operator 330,A-12,C,replenishment,63,1,0.5,2026-06-23T02:55:52+00:00
WKR-05952,Operator 814,HZ-02,A,packing,70,3,0.7,2026-06-11T15:16:52+00:00
WKR-05953,Operator 637,HZ-02,A,packing,69,0,0.8,2026-07-07T15:29:52+00:00
WKR-05954,Operator 105,B-07,B,picking,96,4,0,2026-05-23T13:45:52+00:00
WKR-05955,Operator 790,B-07,C,quality,72,0,0.2,2026-06-26T20:46:52+00:00
WKR-05956,Operator 379,JIS-07,B,quality,49,1,1.1,2026-06-01T02:03:52+00:00
WKR-05957,Operator 343,HZ-02,A,replenishment,68,3,1.5,2026-07-02T01:05:52+00:00
WKR-05958,Operator 066,A-12,C,replenishment,60,0,0.5,2026-07-02T08:06:52+00:00
WKR-05959,Operator 208,HZ-02,C,picking,94,1,1.3,2026-07-18T20:29:52+00:00
WKR-05960,Operator 584,A-12,C,replenishment,50,4,0.7,2026-06-03T17:26:52+00:00
WKR-05961,Operator 310,JIS-07,C,replenishment,81,2,1.1,2026-07-02T12:46:52+00:00
WKR-05962,Operator 831,HZ-02,A,picking,91,3,0.1,2026-05-31T19:37:52+00:00
WKR-05963,Operator 121,HZ-02,B,replenishment,59,1,1.6,2026-07-02T02:31:52+00:00
WKR-05964,Operator 139,A-12,A,packing,104,0,0.9,2026-06-02T08:37:52+00:00
WKR-05965,Operator 632,Q-04,A,packing,80,0,0.3,2026-07-18T09:44:52+00:00
WKR-05966,Operator 360,JIS-07,C,packing,83,3,0.5,2026-07-02T23:17:52+00:00
WKR-05967,Operator 387,B-07,B,replenishment,56,3,0.7,2026-06-28T01:30:52+00:00
WKR-05968,Operator 686,HZ-02,B,packing,78,4,0.2,2026-05-28T16:45:52+00:00
WKR-05969,Operator 813,B-07,B,replenishment,76,4,0.8,2026-05-25T20:17:52+00:00
WKR-05970,Operator 825,Q-04,B,picking,88,3,0.7,2026-06-02T09:34:52+00:00
WKR-05971,Operator 712,B-07,A,packing,82,3,0.6,2026-06-01T05:04:52+00:00
WKR-05972,Operator 467,HZ-02,B,replenishment,51,2,0.9,2026-05-27T13:15:52+00:00
WKR-05973,Operator 175,JIS-07,C,packing,80,4,0.3,2026-05-30T14:09:52+00:00
WKR-05974,Operator 260,A-12,B,picking,82,1,0.4,2026-05-27T20:32:52+00:00
WKR-05975,Operator 536,HZ-02,A,quality,55,4,0.4,2026-06-12T07:39:52+00:00
WKR-05976,Operator 429,Q-04,C,picking,72,0,1.1,2026-06-27T00:26:52+00:00
WKR-05977,Operator 483,HZ-02,C,picking,98,1,0.8,2026-07-10T09:30:52+00:00
WKR-05978,Operator 740,Q-04,A,quality,53,2,0.4,2026-06-04T04:13:52+00:00
WKR-05979,Operator 165,JIS-07,C,picking,85,1,0.3,2026-05-26T03:21:52+00:00
WKR-05980,Operator 795,JIS-07,A,quality,63,0,0.7,2026-06-05T12:08:52+00:00
WKR-05981,Operator 152,HZ-02,A,quality,42,0,0.4,2026-06-22T18:06:52+00:00
WKR-05982,Operator 188,HZ-02,B,replenishment,74,0,1.5,2026-06-28T05:52:52+00:00
WKR-05983,Operator 194,B-07,C,packing,72,2,1.2,2026-05-24T04:12:52+00:00
WKR-05984,Operator 768,A-12,A,replenishment,80,4,0.4,2026-06-15T03:21:52+00:00
WKR-05985,Operator 270,Q-04,A,quality,36,1,0.0,2026-06-29T05:18:52+00:00
WKR-05986,Operator 154,JIS-07,B,quality,48,1,0.5,2026-05-27T23:35:52+00:00
WKR-05987,Operator 053,B-07,B,packing,90,0,0.8,2026-06-27T14:04:52+00:00
WKR-05988,Operator 657,JIS-07,B,quality,38,1,0.4,2026-05-26T02:09:52+00:00
WKR-05989,Operator 298,JIS-07,B,packing,90,4,0.6,2026-05-30T20:39:52+00:00
WKR-05990,Operator 025,Q-04,A,replenishment,67,2,0.4,2026-06-09T03:43:52+00:00
WKR-05991,Operator 180,HZ-02,C,picking,80,0,0.3,2026-06-03T03:40:52+00:00
WKR-05992,Operator 093,JIS-07,B,replenishment,73,1,1.3,2026-07-08T05:13:52+00:00
WKR-05993,Operator 641,A-12,A,picking,98,0,0.4,2026-06-12T01:53:52+00:00
WKR-05994,Operator 110,A-12,A,packing,88,1,1.2,2026-07-01T00:23:52+00:00
