id,dock,departure,label_success,total_labels,staged_units,vehicle_capacity_kg,total_load_kg,carrier
DSP-00284,Dock 3,2026-07-20 11:59:34+00:00,12,12,177,8881,6870,Carrier-11
DSP-00285,Dock 5,2026-07-20 15:17:34+00:00,12,12,90,12817,8116,Carrier-11
DSP-00286,Dock 7,2026-07-21 09:45:34+00:00,12,12,117,8844,4109,Carrier-04
DSP-00287,Dock 5,2026-07-21 02:26:34+00:00,12,12,143,11373,6768,Carrier-13
DSP-00288,Dock 11,2026-07-21 02:57:34+00:00,12,12,96,10932,8071,Carrier-12
DSP-00289,Dock 5,2026-07-21 10:41:34+00:00,12,12,94,8755,7416,Carrier-09
DSP-00290,Dock 9,2026-07-21 02:13:34+00:00,12,12,184,11083,5812,Carrier-07
DSP-00291,Dock 7,2026-07-21 08:08:34+00:00,12,12,124,15884,13861,Carrier-20
DSP-00292,Dock 11,2026-07-21 10:03:34+00:00,12,12,81,14643,10462,Carrier-18
DSP-00293,Dock 5,2026-07-20 21:26:34+00:00,12,12,159,14271,11551,Carrier-22
DSP-00294,Dock 9,2026-07-20 12:10:34+00:00,12,12,86,13217,10845,Carrier-19
DSP-00295,Dock 3,2026-07-20 14:21:34+00:00,12,12,168,9566,8417,Carrier-02
DSP-00296,Dock 9,2026-07-21 05:59:34+00:00,12,12,194,13937,8216,Carrier-07
DSP-00297,Dock 9,2026-07-21 12:20:34+00:00,12,12,102,13592,7197,Carrier-13
DSP-00298,Dock 5,2026-07-21 10:32:34+00:00,12,12,166,7221,4763,Carrier-18
DSP-00299,Dock 5,2026-07-20 12:05:34+00:00,12,12,180,8538,5190,Carrier-15
DSP-00300,Dock 7,2026-07-20 10:47:34+00:00,12,12,212,8281,5847,Carrier-16
DSP-00301,Dock 11,2026-07-21 06:02:34+00:00,12,12,77,17583,12568,Carrier-17
DSP-00302,Dock 9,2026-07-20 15:37:34+00:00,12,12,218,10844,6792,Carrier-16
DSP-00303,Dock 3,2026-07-20 10:15:34+00:00,12,12,84,14292,6984,Carrier-11
DSP-00304,Dock 9,2026-07-21 09:06:34+00:00,12,12,99,15393,8084,Carrier-18
DSP-00305,Dock 3,2026-07-21 04:35:34+00:00,12,12,187,13753,6858,Carrier-07
DSP-00306,Dock 3,2026-07-20 21:50:34+00:00,12,12,159,13742,10892,Carrier-18
DSP-00307,Dock 7,2026-07-20 18:27:34+00:00,12,12,161,14866,10433,Carrier-19
DSP-00308,Dock 3,2026-07-21 08:11:34+00:00,12,12,102,17259,9810,Carrier-07
DSP-00309,Dock 11,2026-07-21 00:22:34+00:00,12,12,110,8810,6862,Carrier-14
DSP-00310,Dock 9,2026-07-21 02:45:34+00:00,12,12,144,8554,4845,Carrier-21
DSP-00311,Dock 9,2026-07-21 02:16:34+00:00,12,12,159,10470,5018,Carrier-08
DSP-00312,Dock 7,2026-07-21 09:14:34+00:00,12,12,101,13708,6913,Carrier-21
DSP-00313,Dock 5,2026-07-20 13:04:34+00:00,12,12,193,15686,9632,Carrier-19
DSP-00314,Dock 11,2026-07-20 16:52:34+00:00,12,12,218,12585,6036,Carrier-13
DSP-00315,Dock 5,2026-07-20 22:11:34+00:00,12,12,123,14423,11819,Carrier-19
DSP-00316,Dock 7,2026-07-20 16:09:34+00:00,12,12,204,16986,8582,Carrier-11
DSP-00317,Dock 7,2026-07-21 01:26:34+00:00,12,12,108,14372,11593,Carrier-21
DSP-00318,Dock 5,2026-07-21 11:52:34+00:00,12,12,100,7764,3991,Carrier-09
DSP-00319,Dock 11,2026-07-20 11:24:34+00:00,12,12,149,14112,10514,Carrier-09
DSP-00320,Dock 3,2026-07-20 19:08:34+00:00,12,12,144,15580,9010,Carrier-05
DSP-00321,Dock 5,2026-07-20 10:38:34+00:00,12,12,168,15481,10383,Carrier-21
DSP-00322,Dock 5,2026-07-20 17:17:34+00:00,12,12,145,17855,13516,Carrier-01
DSP-00323,Dock 11,2026-07-20 17:06:34+00:00,12,12,94,11989,8432,Carrier-12
DSP-00324,Dock 9,2026-07-20 22:20:34+00:00,12,12,166,14335,7389,Carrier-18
DSP-00325,Dock 3,2026-07-20 09:43:34+00:00,12,12,185,10725,5971,Carrier-02
DSP-00326,Dock 11,2026-07-20 15:35:34+00:00,12,12,89,7268,5959,Carrier-11
DSP-00327,Dock 5,2026-07-21 11:56:34+00:00,12,12,125,11012,9577,Carrier-01
DSP-00328,Dock 7,2026-07-21 06:12:34+00:00,12,12,197,12205,7577,Carrier-20
DSP-00329,Dock 9,2026-07-20 09:54:34+00:00,12,12,89,13312,10827,Carrier-16
DSP-00330,Dock 5,2026-07-21 02:27:34+00:00,12,12,190,17433,10776,Carrier-08
DSP-00331,Dock 5,2026-07-21 08:53:34+00:00,12,12,212,15571,12074,Carrier-18
DSP-00332,Dock 3,2026-07-21 07:03:34+00:00,12,12,90,14360,11023,Carrier-21
DSP-00333,Dock 11,2026-07-20 20:41:34+00:00,12,12,198,7104,5759,Carrier-14
DSP-00334,Dock 11,2026-07-21 01:13:34+00:00,12,12,121,12243,10735,Carrier-12
DSP-00335,Dock 3,2026-07-21 01:14:34+00:00,12,12,124,7900,5109,Carrier-19
DSP-00336,Dock 3,2026-07-21 05:15:34+00:00,12,12,159,14946,10467,Carrier-01
DSP-00337,Dock 9,2026-07-20 21:43:34+00:00,12,12,106,15708,12046,Carrier-06
DSP-00338,Dock 5,2026-07-20 14:21:34+00:00,12,12,89,13156,9564,Carrier-05
DSP-00339,Dock 3,2026-07-21 01:42:34+00:00,12,12,209,17802,12832,Carrier-15
DSP-00340,Dock 7,2026-07-20 12:07:34+00:00,12,12,164,7555,5475,Carrier-05
DSP-00341,Dock 3,2026-07-20 14:51:34+00:00,12,12,112,11657,6323,Carrier-14
DSP-00342,Dock 3,2026-07-21 05:13:34+00:00,12,12,144,12007,10017,Carrier-12
DSP-00343,Dock 11,2026-07-20 17:07:34+00:00,12,12,125,11377,5275,Carrier-18
DSP-00344,Dock 5,2026-07-20 14:39:34+00:00,12,12,134,17129,11780,Carrier-18
DSP-00345,Dock 7,2026-07-20 18:00:34+00:00,12,12,167,15699,11372,Carrier-04
DSP-00346,Dock 9,2026-07-21 10:54:34+00:00,12,12,147,17625,14104,Carrier-08
DSP-00347,Dock 5,2026-07-21 10:05:34+00:00,12,12,204,15909,8927,Carrier-12
DSP-00348,Dock 9,2026-07-20 17:00:34+00:00,12,12,157,9277,7993,Carrier-07
DSP-00349,Dock 3,2026-07-20 22:45:34+00:00,12,12,137,17888,14536,Carrier-06
DSP-00350,Dock 7,2026-07-21 10:07:34+00:00,12,12,71,12194,9104,Carrier-14
DSP-00351,Dock 3,2026-07-20 13:53:34+00:00,12,12,215,13576,8007,Carrier-19
DSP-00352,Dock 5,2026-07-20 10:18:34+00:00,12,12,100,14626,8019,Carrier-10
DSP-00353,Dock 11,2026-07-21 07:42:34+00:00,12,12,98,11965,5860,Carrier-19
DSP-00354,Dock 11,2026-07-21 08:43:34+00:00,12,12,211,17055,13846,Carrier-18
DSP-00355,Dock 9,2026-07-20 13:56:34+00:00,12,12,82,10990,7413,Carrier-22
DSP-00356,Dock 9,2026-07-21 03:11:34+00:00,12,12,113,14978,9892,Carrier-12
DSP-00357,Dock 11,2026-07-21 06:18:34+00:00,12,12,78,15479,9763,Carrier-18
DSP-00358,Dock 11,2026-07-21 01:23:34+00:00,12,12,80,13847,6292,Carrier-16
DSP-00359,Dock 9,2026-07-20 10:01:34+00:00,12,12,171,9446,6667,Carrier-14
DSP-00360,Dock 11,2026-07-20 11:55:34+00:00,12,12,187,10561,7582,Carrier-01
DSP-00361,Dock 7,2026-07-21 06:07:34+00:00,12,12,87,7637,4935,Carrier-07
DSP-00362,Dock 9,2026-07-21 06:15:34+00:00,12,12,84,12355,9917,Carrier-07
DSP-00363,Dock 11,2026-07-21 04:12:34+00:00,12,12,208,13224,9961,Carrier-07
DSP-00364,Dock 7,2026-07-20 13:17:34+00:00,12,12,215,17593,14224,Carrier-21
DSP-00365,Dock 9,2026-07-21 02:14:34+00:00,12,12,192,9070,6011,Carrier-14
DSP-00366,Dock 9,2026-07-21 05:40:34+00:00,12,12,131,17645,8634,Carrier-03
DSP-00367,Dock 7,2026-07-20 10:02:34+00:00,12,12,149,13888,11801,Carrier-22
DSP-00368,Dock 11,2026-07-20 15:13:34+00:00,12,12,107,8373,4313,Carrier-21
DSP-00369,Dock 7,2026-07-21 00:04:34+00:00,12,12,102,15654,8071,Carrier-13
DSP-00370,Dock 5,2026-07-20 18:33:34+00:00,12,12,79,10821,8720,Carrier-01
DSP-00371,Dock 7,2026-07-20 14:33:34+00:00,12,12,87,15188,7910,Carrier-11
DSP-00372,Dock 5,2026-07-21 05:05:34+00:00,12,12,74,14096,7903,Carrier-01
DSP-00373,Dock 5,2026-07-21 12:11:34+00:00,12,12,164,7412,5266,Carrier-07
DSP-00374,Dock 7,2026-07-20 11:50:34+00:00,12,12,129,7117,3651,Carrier-11
DSP-00375,Dock 11,2026-07-20 18:48:34+00:00,12,12,193,16237,13979,Carrier-21
DSP-00376,Dock 11,2026-07-20 11:44:34+00:00,12,12,182,16188,9245,Carrier-02
DSP-00377,Dock 5,2026-07-20 19:28:34+00:00,12,12,212,12223,7250,Carrier-09
DSP-00378,Dock 11,2026-07-21 04:57:34+00:00,12,12,75,11293,5101,Carrier-10
DSP-00379,Dock 9,2026-07-21 10:41:34+00:00,12,12,108,10039,8713,Carrier-06
DSP-00380,Dock 7,2026-07-20 11:32:34+00:00,12,12,81,16749,10917,Carrier-08
DSP-00381,Dock 7,2026-07-21 02:02:34+00:00,12,12,86,14122,9869,Carrier-01
DSP-00382,Dock 3,2026-07-21 06:09:34+00:00,12,12,219,11853,5574,Carrier-15
DSP-00383,Dock 11,2026-07-21 02:42:34+00:00,12,12,175,11047,8269,Carrier-07
DSP-00384,Dock 3,2026-07-21 04:47:34+00:00,12,12,116,9455,4368,Carrier-15
DSP-00385,Dock 9,2026-07-21 06:15:34+00:00,12,12,88,15826,7974,Carrier-02
DSP-00386,Dock 9,2026-07-20 22:35:34+00:00,12,12,207,8661,4709,Carrier-09
DSP-00387,Dock 7,2026-07-21 06:11:34+00:00,12,12,157,8989,5755,Carrier-15
DSP-00388,Dock 7,2026-07-20 21:30:34+00:00,12,12,178,16389,11534,Carrier-18
DSP-00389,Dock 11,2026-07-20 12:48:34+00:00,12,12,183,17242,9686,Carrier-07
DSP-00390,Dock 3,2026-07-20 17:21:34+00:00,12,12,198,11908,6551,Carrier-22
DSP-00391,Dock 9,2026-07-21 04:54:34+00:00,12,12,143,8485,6704,Carrier-21
DSP-00392,Dock 7,2026-07-21 11:59:34+00:00,12,12,95,13151,6977,Carrier-21
DSP-00393,Dock 11,2026-07-21 10:33:34+00:00,12,12,179,17955,14490,Carrier-01
DSP-00394,Dock 5,2026-07-20 11:35:34+00:00,12,12,120,14551,6869,Carrier-08
DSP-00395,Dock 5,2026-07-20 14:56:34+00:00,12,12,200,11931,6367,Carrier-17
DSP-00396,Dock 9,2026-07-20 18:40:34+00:00,12,12,71,15715,10841,Carrier-04
DSP-00397,Dock 11,2026-07-20 21:23:34+00:00,12,12,114,15418,9615,Carrier-10
DSP-00398,Dock 5,2026-07-21 07:39:34+00:00,12,12,126,14939,10733,Carrier-14
DSP-00399,Dock 5,2026-07-20 15:37:34+00:00,12,12,180,16824,14575,Carrier-05
DSP-00400,Dock 7,2026-07-21 02:39:34+00:00,12,12,180,13115,10268,Carrier-03
DSP-00401,Dock 11,2026-07-20 09:49:34+00:00,12,12,202,13136,6050,Carrier-14
DSP-00402,Dock 7,2026-07-21 03:40:34+00:00,12,12,162,17192,12163,Carrier-15
DSP-00403,Dock 11,2026-07-20 23:11:34+00:00,12,12,85,8797,5454,Carrier-03
DSP-00404,Dock 3,2026-07-21 07:23:34+00:00,12,12,194,15201,10971,Carrier-22
DSP-00405,Dock 3,2026-07-21 05:27:34+00:00,12,12,170,8672,4280,Carrier-20
DSP-00406,Dock 11,2026-07-21 00:17:34+00:00,12,12,184,15814,7272,Carrier-20
DSP-00407,Dock 9,2026-07-20 15:17:34+00:00,12,12,117,13647,6819,Carrier-20
DSP-00408,Dock 5,2026-07-21 01:50:34+00:00,12,12,121,17880,14266,Carrier-21
DSP-00409,Dock 11,2026-07-20 11:54:34+00:00,12,12,99,13233,10241,Carrier-05
DSP-00410,Dock 9,2026-07-20 21:23:34+00:00,12,12,136,11440,8698,Carrier-01
DSP-00411,Dock 3,2026-07-21 10:26:34+00:00,12,12,125,13297,8097,Carrier-15
DSP-00412,Dock 7,2026-07-20 10:18:34+00:00,12,12,127,13663,10879,Carrier-17
DSP-00413,Dock 11,2026-07-21 10:12:34+00:00,12,12,76,8435,6209,Carrier-13
DSP-00414,Dock 3,2026-07-21 06:15:34+00:00,12,12,176,16075,10877,Carrier-03
DSP-00415,Dock 3,2026-07-21 06:50:34+00:00,12,12,160,9680,7213,Carrier-01
DSP-00416,Dock 3,2026-07-20 20:07:34+00:00,12,12,94,16230,11281,Carrier-21
DSP-00417,Dock 3,2026-07-20 21:45:34+00:00,12,12,155,7714,4843,Carrier-19
DSP-00418,Dock 5,2026-07-21 09:16:34+00:00,12,12,78,12094,7433,Carrier-21
DSP-00419,Dock 7,2026-07-20 20:32:34+00:00,12,12,192,8454,5730,Carrier-02
DSP-00420,Dock 9,2026-07-21 04:59:34+00:00,12,12,148,16592,8909,Carrier-13
DSP-00421,Dock 11,2026-07-20 13:52:34+00:00,12,12,218,17865,8938,Carrier-22
DSP-00422,Dock 7,2026-07-20 22:40:34+00:00,12,12,149,9168,7330,Carrier-22
DSP-00423,Dock 11,2026-07-20 19:32:34+00:00,12,12,169,12850,8347,Carrier-18
DSP-00424,Dock 5,2026-07-21 10:25:34+00:00,12,12,186,8861,5201,Carrier-12
DSP-00425,Dock 3,2026-07-20 17:40:34+00:00,12,12,202,17018,14914,Carrier-01
DSP-00426,Dock 5,2026-07-21 06:32:34+00:00,12,12,123,12752,7127,Carrier-14
DSP-00427,Dock 5,2026-07-21 05:42:34+00:00,12,12,185,13997,8713,Carrier-19
DSP-00428,Dock 9,2026-07-21 11:59:34+00:00,12,12,70,17581,14158,Carrier-01
DSP-00429,Dock 5,2026-07-20 11:48:34+00:00,12,12,207,14818,10366,Carrier-02
DSP-00430,Dock 9,2026-07-20 18:22:34+00:00,12,12,112,12366,9389,Carrier-12
DSP-00431,Dock 11,2026-07-21 08:29:34+00:00,12,12,72,9493,5268,Carrier-04
DSP-00432,Dock 9,2026-07-21 11:39:34+00:00,12,12,200,10748,5297,Carrier-07
DSP-00433,Dock 7,2026-07-21 04:49:34+00:00,12,12,201,14834,11971,Carrier-03
DSP-00434,Dock 7,2026-07-21 03:33:34+00:00,12,12,133,15458,10299,Carrier-08
DSP-00435,Dock 11,2026-07-20 19:16:34+00:00,12,12,151,7284,6336,Carrier-06
DSP-00436,Dock 7,2026-07-21 06:31:34+00:00,12,12,149,15362,10002,Carrier-06
DSP-00437,Dock 11,2026-07-21 09:34:34+00:00,12,12,219,15103,11240,Carrier-17
DSP-00438,Dock 3,2026-07-20 09:52:34+00:00,12,12,105,7017,4578,Carrier-22
DSP-00439,Dock 9,2026-07-20 10:34:34+00:00,12,12,89,12798,6385,Carrier-20
DSP-00440,Dock 11,2026-07-21 05:56:34+00:00,12,12,73,13825,6337,Carrier-19
DSP-00441,Dock 7,2026-07-21 09:08:34+00:00,12,12,123,17820,15357,Carrier-01
DSP-00442,Dock 11,2026-07-21 01:02:34+00:00,12,12,147,15033,9064,Carrier-05
DSP-00443,Dock 9,2026-07-21 03:57:34+00:00,12,12,214,17697,14557,Carrier-05
DSP-00444,Dock 3,2026-07-20 17:01:34+00:00,12,12,119,17927,13087,Carrier-13
DSP-00445,Dock 3,2026-07-20 18:42:34+00:00,12,12,113,15363,8793,Carrier-16
DSP-00446,Dock 3,2026-07-21 11:51:34+00:00,12,12,73,13014,9392,Carrier-04
DSP-00447,Dock 7,2026-07-20 15:51:34+00:00,12,12,78,10293,7076,Carrier-13
DSP-00448,Dock 3,2026-07-20 14:02:34+00:00,12,12,99,7608,5256,Carrier-12
DSP-00449,Dock 7,2026-07-21 08:40:34+00:00,12,12,168,16080,9573,Carrier-10
DSP-00450,Dock 3,2026-07-20 16:02:34+00:00,12,12,130,14229,10726,Carrier-16
DSP-00451,Dock 3,2026-07-21 03:47:34+00:00,12,12,148,8522,3838,Carrier-13
DSP-00452,Dock 11,2026-07-20 11:30:34+00:00,12,12,214,10331,5087,Carrier-01
DSP-00453,Dock 9,2026-07-21 09:15:34+00:00,12,12,106,10886,5126,Carrier-16
DSP-00454,Dock 11,2026-07-21 08:43:34+00:00,12,12,179,8584,5147,Carrier-18
DSP-00455,Dock 7,2026-07-20 18:18:34+00:00,12,12,213,7942,6069,Carrier-06
DSP-00456,Dock 11,2026-07-21 01:50:34+00:00,12,12,158,15602,10074,Carrier-11
DSP-00457,Dock 3,2026-07-20 11:24:34+00:00,12,12,78,17709,11086,Carrier-06
DSP-00458,Dock 3,2026-07-20 11:29:34+00:00,12,12,196,14467,11450,Carrier-02
DSP-00459,Dock 11,2026-07-21 07:25:34+00:00,12,12,152,10566,6062,Carrier-13
DSP-00460,Dock 9,2026-07-21 01:56:34+00:00,12,12,142,10180,5103,Carrier-14
DSP-00461,Dock 3,2026-07-20 14:15:34+00:00,12,12,170,14750,9422,Carrier-16
DSP-00462,Dock 3,2026-07-21 04:15:34+00:00,12,12,107,14761,8852,Carrier-15
DSP-00463,Dock 5,2026-07-21 10:59:34+00:00,12,12,128,12027,9692,Carrier-19
DSP-00464,Dock 11,2026-07-21 11:39:34+00:00,12,12,131,14670,12005,Carrier-19
DSP-00465,Dock 9,2026-07-21 04:14:34+00:00,12,12,79,9259,7584,Carrier-06
DSP-00466,Dock 11,2026-07-20 19:13:34+00:00,12,12,166,10677,6077,Carrier-10
DSP-00467,Dock 7,2026-07-20 10:13:34+00:00,12,12,148,17632,13000,Carrier-20
DSP-00468,Dock 7,2026-07-20 22:22:34+00:00,12,12,151,13222,7742,Carrier-22
DSP-00469,Dock 7,2026-07-20 12:51:34+00:00,12,12,92,8942,6059,Carrier-21
DSP-00470,Dock 7,2026-07-20 17:49:34+00:00,12,12,191,7563,5415,Carrier-09
DSP-00471,Dock 3,2026-07-21 07:01:34+00:00,12,12,96,10765,7862,Carrier-08
DSP-00472,Dock 11,2026-07-21 05:10:34+00:00,12,12,156,12738,6760,Carrier-14
DSP-00473,Dock 11,2026-07-21 08:42:34+00:00,12,12,144,16737,9726,Carrier-08
DSP-00474,Dock 7,2026-07-21 00:58:34+00:00,12,12,108,12134,7056,Carrier-16
DSP-00475,Dock 7,2026-07-20 22:39:34+00:00,12,12,141,7090,5388,Carrier-16
DSP-00476,Dock 11,2026-07-21 07:54:34+00:00,12,12,101,9389,5984,Carrier-13
DSP-00477,Dock 7,2026-07-21 01:53:34+00:00,12,12,134,17142,10194,Carrier-13
DSP-00478,Dock 7,2026-07-21 05:38:34+00:00,12,12,177,11136,9610,Carrier-08
DSP-00479,Dock 11,2026-07-20 17:32:34+00:00,12,12,102,16796,14490,Carrier-17
DSP-00480,Dock 11,2026-07-21 03:47:34+00:00,12,12,108,15958,9997,Carrier-09
DSP-00481,Dock 3,2026-07-20 19:34:34+00:00,12,12,89,8140,3702,Carrier-05
DSP-00482,Dock 11,2026-07-20 15:59:34+00:00,12,12,151,15962,12546,Carrier-06
DSP-00483,Dock 11,2026-07-20 10:17:34+00:00,12,12,104,9653,5062,Carrier-13
DSP-00484,Dock 9,2026-07-20 13:02:34+00:00,12,12,159,14079,11988,Carrier-19
DSP-00485,Dock 11,2026-07-20 16:30:34+00:00,12,12,80,17524,8721,Carrier-10
DSP-00486,Dock 9,2026-07-21 03:41:34+00:00,12,12,111,7763,4377,Carrier-13
DSP-00487,Dock 11,2026-07-20 16:11:34+00:00,12,12,218,11814,9953,Carrier-11
DSP-00488,Dock 7,2026-07-21 04:29:34+00:00,12,12,169,15686,10118,Carrier-19
DSP-00489,Dock 7,2026-07-20 10:31:34+00:00,12,12,120,16330,9795,Carrier-14
DSP-00490,Dock 11,2026-07-20 18:51:34+00:00,12,12,158,11401,8279,Carrier-16
DSP-00491,Dock 9,2026-07-21 07:02:34+00:00,12,12,177,11417,9249,Carrier-02
DSP-00492,Dock 3,2026-07-20 20:42:34+00:00,12,12,152,13610,7836,Carrier-06
DSP-00493,Dock 3,2026-07-21 00:45:34+00:00,12,12,83,13802,7795,Carrier-09
DSP-00494,Dock 7,2026-07-21 03:49:34+00:00,12,12,79,16693,10340,Carrier-10
DSP-00495,Dock 5,2026-07-21 07:45:34+00:00,12,12,179,11777,7571,Carrier-08
DSP-00496,Dock 7,2026-07-21 06:57:34+00:00,12,12,111,15064,8167,Carrier-03
DSP-00497,Dock 11,2026-07-20 18:59:34+00:00,12,12,218,8704,7593,Carrier-03
DSP-00498,Dock 11,2026-07-21 03:10:34+00:00,12,12,155,7137,3769,Carrier-19
DSP-00499,Dock 5,2026-07-20 21:45:34+00:00,12,12,136,9787,5610,Carrier-09
DSP-00500,Dock 5,2026-07-21 00:47:34+00:00,12,12,118,10465,9039,Carrier-14
