id,customer,sku,ordered_qty,picked_qty,shipped_qty,promised_at,warehouse,pick_status,priority
ORD-001307,Plant-12,CH-1738-4282,78,5,0,2026-07-23T22:00:52+00:00,WH-02,in_progress,3
ORD-001308,Plant-37,FL-1541-2738,41,24,0,2026-07-24T14:00:52+00:00,WH-01,pending,7
ORD-001309,Plant-08,IN-5308-1003,137,19,0,2026-07-20T12:00:52+00:00,WH-01,completed,1
ORD-001310,Plant-36,PO-7243-3746,65,30,0,2026-07-25T22:00:52+00:00,WH-02,completed,2
ORD-001311,Plant-03,CH-9641-2402,33,19,0,2026-07-20T03:00:52+00:00,WH-02,pending,8
ORD-001312,Plant-38,CH-2182-2186,21,9,0,2026-07-24T12:00:52+00:00,WH-02,completed,3
ORD-001313,Plant-29,PO-1996-4830,116,1,0,2026-07-20T14:00:52+00:00,WH-01,pending,7
ORD-001314,Plant-18,PO-9468-4734,4,4,0,2026-07-23T09:00:52+00:00,WH-01,in_progress,9
ORD-001315,Plant-37,PO-4794-3686,111,20,0,2026-07-23T07:00:52+00:00,WH-02,completed,6
ORD-001316,Plant-27,EL-6604-042,69,54,0,2026-07-20T14:00:52+00:00,WH-02,completed,5
ORD-001317,Plant-35,IN-6871-4085,95,62,0,2026-07-22T15:00:52+00:00,WH-02,completed,7
ORD-001318,Plant-21,PO-6978-747,22,14,0,2026-07-21T09:00:52+00:00,WH-02,completed,3
ORD-001319,Plant-12,CH-1571-3452,102,17,0,2026-07-23T21:00:52+00:00,WH-01,pending,1
ORD-001320,Plant-30,IN-1853-1552,113,61,0,2026-07-20T06:00:52+00:00,WH-02,completed,4
ORD-001321,Plant-25,PO-6708-046,34,7,0,2026-07-25T13:00:52+00:00,WH-02,in_progress,6
ORD-001322,Plant-16,PO-8472-2727,44,28,0,2026-07-25T05:00:52+00:00,WH-01,pending,5
ORD-001323,Plant-42,EL-5692-3003,116,52,0,2026-07-24T10:00:52+00:00,WH-01,completed,4
ORD-001324,Plant-15,CH-3515-685,103,27,0,2026-07-25T03:00:52+00:00,WH-01,pending,10
ORD-001325,Plant-41,FL-9499-3621,32,3,0,2026-07-22T06:00:52+00:00,WH-02,in_progress,6
ORD-001326,Plant-35,IN-3630-3411,78,36,0,2026-07-23T15:00:52+00:00,WH-01,pending,1
ORD-001327,Plant-05,FL-6201-2203,107,68,0,2026-07-21T08:00:52+00:00,WH-02,pending,5
ORD-001328,Plant-41,IN-2194-076,148,3,0,2026-07-22T14:00:52+00:00,WH-01,completed,7
ORD-001329,Plant-32,EL-9833-511,21,20,0,2026-07-25T06:00:52+00:00,WH-01,pending,9
ORD-001330,Plant-40,IN-4170-319,84,33,0,2026-07-22T16:00:52+00:00,WH-01,in_progress,3
ORD-001331,Plant-35,EL-3636-3552,140,2,0,2026-07-24T06:00:52+00:00,WH-02,completed,4
ORD-001332,Plant-23,PO-3126-513,128,32,0,2026-07-20T01:00:52+00:00,WH-01,completed,6
ORD-001333,Plant-22,PO-9843-1905,62,28,0,2026-07-25T19:00:52+00:00,WH-01,completed,7
ORD-001334,Plant-30,CH-3077-4589,9,1,0,2026-07-20T00:00:52+00:00,WH-01,completed,7
ORD-001335,Plant-08,IN-2285-3756,59,57,0,2026-07-22T17:00:52+00:00,WH-01,pending,6
ORD-001336,Plant-19,PO-6309-1326,90,60,0,2026-07-25T11:00:52+00:00,WH-02,pending,2
ORD-001337,Plant-02,FL-8511-4869,56,33,0,2026-07-23T04:00:52+00:00,WH-01,in_progress,1
ORD-001338,Plant-38,CH-7998-1751,30,30,0,2026-07-24T12:00:52+00:00,WH-01,completed,6
ORD-001339,Plant-34,FL-8758-1144,55,1,0,2026-07-20T08:00:52+00:00,WH-01,pending,8
ORD-001340,Plant-43,PO-6494-3334,120,28,0,2026-07-25T20:00:52+00:00,WH-01,completed,1
ORD-001341,Plant-13,FL-4729-2483,133,9,0,2026-07-22T16:00:52+00:00,WH-02,completed,5
ORD-001342,Plant-45,PO-3775-4279,148,29,0,2026-07-25T16:00:52+00:00,WH-01,completed,3
ORD-001343,Plant-18,FL-2765-935,125,121,0,2026-07-23T11:00:52+00:00,WH-02,completed,1
ORD-001344,Plant-13,EL-6373-1831,90,21,0,2026-07-20T14:00:52+00:00,WH-01,in_progress,8
ORD-001345,Plant-39,FL-6550-3144,99,69,0,2026-07-23T09:00:52+00:00,WH-02,pending,9
ORD-001346,Plant-37,CH-5197-4985,139,128,0,2026-07-22T19:00:52+00:00,WH-01,in_progress,8
ORD-001347,Plant-38,IN-2212-2175,141,137,0,2026-07-25T10:00:52+00:00,WH-01,completed,7
ORD-001348,Plant-03,PO-7981-2862,63,19,0,2026-07-21T07:00:52+00:00,WH-02,pending,4
ORD-001349,Plant-09,EL-4951-204,82,27,0,2026-07-25T02:00:52+00:00,WH-02,pending,2
ORD-001350,Plant-18,FL-4800-4910,146,31,0,2026-07-21T08:00:52+00:00,WH-01,in_progress,4
ORD-001351,Plant-16,IN-6038-1063,39,26,0,2026-07-19T22:00:52+00:00,WH-01,completed,5
ORD-001352,Plant-06,IN-8004-4363,103,51,0,2026-07-20T19:00:52+00:00,WH-02,pending,5
ORD-001353,Plant-05,FL-2878-794,102,97,0,2026-07-26T14:00:52+00:00,WH-02,pending,2
ORD-001354,Plant-48,IN-3071-4106,68,0,0,2026-07-26T02:00:52+00:00,WH-02,completed,2
ORD-001355,Plant-46,CH-9146-4832,87,51,0,2026-07-20T22:00:52+00:00,WH-02,in_progress,2
ORD-001356,Plant-35,CH-2889-2995,18,6,0,2026-07-24T02:00:52+00:00,WH-01,completed,2
ORD-001357,Plant-12,CH-6185-989,110,67,0,2026-07-23T23:00:52+00:00,WH-01,in_progress,1
ORD-001358,Plant-40,EL-7033-3669,125,25,0,2026-07-25T06:00:52+00:00,WH-01,in_progress,1
ORD-001359,Plant-16,CH-5318-712,44,39,0,2026-07-25T23:00:52+00:00,WH-02,pending,2
ORD-001360,Plant-17,CH-6764-3356,10,8,0,2026-07-23T03:00:52+00:00,WH-02,pending,1
ORD-001361,Plant-35,CH-1751-355,25,0,0,2026-07-25T21:00:52+00:00,WH-02,pending,9
ORD-001362,Plant-22,IN-8016-4007,65,29,0,2026-07-24T12:00:52+00:00,WH-02,in_progress,9
ORD-001363,Plant-31,CH-2047-2769,121,62,0,2026-07-22T22:00:52+00:00,WH-02,in_progress,8
ORD-001364,Plant-35,FL-6432-2717,84,61,0,2026-07-20T06:00:52+00:00,WH-02,pending,8
ORD-001365,Plant-43,FL-3837-731,116,26,0,2026-07-22T01:00:52+00:00,WH-01,completed,10
ORD-001366,Plant-02,CH-6432-919,121,64,0,2026-07-25T03:00:52+00:00,WH-02,completed,2
ORD-001367,Plant-30,EL-3619-1273,93,49,0,2026-07-23T09:00:52+00:00,WH-02,in_progress,9
ORD-001368,Plant-32,EL-7833-791,45,35,0,2026-07-24T21:00:52+00:00,WH-02,pending,7
ORD-001369,Plant-09,CH-6329-1384,121,28,0,2026-07-20T06:00:52+00:00,WH-02,in_progress,10
ORD-001370,Plant-41,CH-8654-799,103,74,0,2026-07-22T23:00:52+00:00,WH-02,completed,10
ORD-001371,Plant-04,FL-7185-247,146,86,0,2026-07-20T01:00:52+00:00,WH-01,completed,4
ORD-001372,Plant-05,EL-2297-1814,148,93,0,2026-07-24T05:00:52+00:00,WH-01,pending,3
ORD-001373,Plant-04,CH-9009-1252,121,77,0,2026-07-22T17:00:52+00:00,WH-02,completed,10
ORD-001374,Plant-31,CH-9154-1697,23,8,0,2026-07-23T22:00:52+00:00,WH-02,in_progress,7
ORD-001375,Plant-18,CH-2690-1132,141,128,0,2026-07-25T16:00:52+00:00,WH-01,in_progress,6
ORD-001376,Plant-09,EL-6688-1342,111,14,0,2026-07-21T13:00:52+00:00,WH-01,pending,3
ORD-001377,Plant-34,PO-3130-3696,114,90,0,2026-07-21T01:00:52+00:00,WH-02,in_progress,10
ORD-001378,Plant-11,CH-4348-995,102,68,0,2026-07-21T22:00:52+00:00,WH-02,in_progress,4
ORD-001379,Plant-36,CH-2846-216,18,10,0,2026-07-22T23:00:52+00:00,WH-01,completed,3
ORD-001380,Plant-32,CH-8491-4165,85,27,0,2026-07-24T02:00:52+00:00,WH-02,pending,5
ORD-001381,Plant-26,EL-7082-1941,130,123,0,2026-07-21T04:00:52+00:00,WH-02,completed,3
ORD-001382,Plant-21,EL-9134-2005,116,43,0,2026-07-20T10:00:52+00:00,WH-01,in_progress,4
ORD-001383,Plant-25,FL-7848-1784,15,9,0,2026-07-21T07:00:52+00:00,WH-01,in_progress,5
ORD-001384,Plant-38,EL-3946-3321,32,13,0,2026-07-21T02:00:52+00:00,WH-02,in_progress,4
ORD-001385,Plant-10,CH-5039-3721,95,61,0,2026-07-21T09:00:52+00:00,WH-01,in_progress,8
ORD-001386,Plant-39,IN-1937-4879,22,8,0,2026-07-21T07:00:52+00:00,WH-01,in_progress,4
ORD-001387,Plant-39,CH-1335-3838,22,22,0,2026-07-20T11:00:52+00:00,WH-01,completed,3
ORD-001388,Plant-22,FL-5497-466,111,94,0,2026-07-23T20:00:52+00:00,WH-01,completed,5
ORD-001389,Plant-11,EL-9595-1839,141,139,0,2026-07-20T19:00:52+00:00,WH-02,in_progress,6
ORD-001390,Plant-13,CH-9196-1980,84,25,0,2026-07-24T07:00:52+00:00,WH-02,completed,9
ORD-001391,Plant-16,IN-7011-251,72,69,0,2026-07-22T13:00:52+00:00,WH-02,completed,4
ORD-001392,Plant-09,FL-6736-2351,64,38,0,2026-07-24T20:00:52+00:00,WH-01,pending,1
ORD-001393,Plant-46,CH-8560-170,148,84,0,2026-07-22T08:00:52+00:00,WH-01,completed,5
ORD-001394,Plant-02,CH-1733-2392,120,46,0,2026-07-26T14:00:52+00:00,WH-02,completed,3
ORD-001395,Plant-42,EL-3016-3338,131,53,0,2026-07-23T20:00:52+00:00,WH-02,in_progress,10
ORD-001396,Plant-01,EL-7906-515,14,9,0,2026-07-22T15:00:52+00:00,WH-01,in_progress,7
ORD-001397,Plant-45,PO-8900-2650,74,61,0,2026-07-20T23:00:52+00:00,WH-01,in_progress,1
ORD-001398,Plant-42,IN-8041-4182,145,101,0,2026-07-23T15:00:52+00:00,WH-01,completed,5
ORD-001399,Plant-03,PO-2161-2816,120,116,0,2026-07-23T02:00:52+00:00,WH-01,pending,6
ORD-001400,Plant-02,CH-2884-1699,122,7,0,2026-07-24T10:00:52+00:00,WH-02,in_progress,1
ORD-001401,Plant-04,IN-5830-1476,24,9,0,2026-07-21T03:00:52+00:00,WH-02,pending,6
ORD-001402,Plant-39,EL-7151-4651,57,54,0,2026-07-25T13:00:52+00:00,WH-02,in_progress,5
ORD-001403,Plant-26,EL-7221-2089,33,31,0,2026-07-19T21:00:52+00:00,WH-01,pending,4
ORD-001404,Plant-09,IN-2729-1819,75,11,0,2026-07-20T23:00:52+00:00,WH-02,in_progress,9
ORD-001405,Plant-38,PO-2093-1471,64,7,0,2026-07-20T22:00:52+00:00,WH-02,pending,7
ORD-001406,Plant-41,CH-6764-3356,117,106,0,2026-07-26T03:00:52+00:00,WH-02,in_progress,7
ORD-001407,Plant-29,PO-8891-2497,63,32,0,2026-07-25T02:00:52+00:00,WH-02,in_progress,9
ORD-001408,Plant-22,CH-8615-3118,123,38,0,2026-07-26T12:00:52+00:00,WH-02,in_progress,1
ORD-001409,Plant-25,CH-4900-1310,73,42,0,2026-07-20T19:00:52+00:00,WH-02,completed,6
ORD-001410,Plant-24,FL-7357-3049,107,26,0,2026-07-24T21:00:52+00:00,WH-01,in_progress,1
ORD-001411,Plant-01,PO-2742-672,143,3,0,2026-07-26T01:00:52+00:00,WH-01,completed,9
ORD-001412,Plant-45,IN-3031-980,31,14,0,2026-07-25T00:00:52+00:00,WH-01,completed,4
ORD-001413,Plant-08,IN-9630-453,15,2,0,2026-07-24T02:00:52+00:00,WH-01,pending,3
ORD-001414,Plant-03,PO-5447-1154,129,113,0,2026-07-23T08:00:52+00:00,WH-02,pending,4
ORD-001415,Plant-11,CH-7670-2679,134,78,0,2026-07-20T01:00:52+00:00,WH-02,pending,2
ORD-001416,Plant-06,CH-1611-356,98,22,0,2026-07-21T04:00:52+00:00,WH-01,completed,1
ORD-001417,Plant-48,EL-5028-4357,47,26,0,2026-07-25T10:00:52+00:00,WH-02,completed,7
ORD-001418,Plant-28,IN-4374-1720,63,61,0,2026-07-26T10:00:52+00:00,WH-02,completed,9
ORD-001419,Plant-24,IN-7566-4392,82,7,0,2026-07-23T19:00:52+00:00,WH-01,in_progress,4
ORD-001420,Plant-28,FL-7683-3522,132,81,0,2026-07-21T08:00:52+00:00,WH-02,pending,9
ORD-001421,Plant-19,PO-9421-1406,128,63,0,2026-07-24T10:00:52+00:00,WH-02,completed,8
ORD-001422,Plant-17,IN-7197-061,17,7,0,2026-07-21T20:00:52+00:00,WH-01,in_progress,5
ORD-001423,Plant-24,FL-9717-263,27,9,0,2026-07-24T06:00:52+00:00,WH-01,in_progress,10
ORD-001424,Plant-16,CH-1571-3452,83,44,0,2026-07-26T12:00:52+00:00,WH-01,in_progress,2
ORD-001425,Plant-44,CH-4421-167,62,57,0,2026-07-25T00:00:52+00:00,WH-02,pending,5
ORD-001426,Plant-44,EL-8057-1666,109,37,0,2026-07-23T16:00:52+00:00,WH-02,completed,7
ORD-001427,Plant-02,EL-4241-2636,88,65,0,2026-07-25T14:00:52+00:00,WH-01,in_progress,4
ORD-001428,Plant-40,PO-5177-3331,15,10,0,2026-07-22T23:00:52+00:00,WH-02,pending,8
ORD-001429,Plant-05,FL-6098-2206,50,49,0,2026-07-25T19:00:52+00:00,WH-02,in_progress,3
ORD-001430,Plant-36,EL-9215-3324,45,15,0,2026-07-26T09:00:52+00:00,WH-01,completed,1
ORD-001431,Plant-23,PO-1302-2055,21,12,0,2026-07-25T23:00:52+00:00,WH-01,completed,4
ORD-001432,Plant-40,PO-3021-3149,93,89,0,2026-07-23T13:00:52+00:00,WH-02,completed,3
ORD-001433,Plant-44,IN-5164-2657,128,67,0,2026-07-20T22:00:52+00:00,WH-02,completed,10
ORD-001434,Plant-08,EL-7886-2421,97,28,0,2026-07-23T05:00:52+00:00,WH-02,completed,4
ORD-001435,Plant-47,CH-4845-783,75,61,0,2026-07-21T08:00:52+00:00,WH-02,completed,5
ORD-001436,Plant-10,CH-2777-1909,16,10,0,2026-07-21T06:00:52+00:00,WH-02,completed,3
ORD-001437,Plant-18,EL-1084-4570,112,64,0,2026-07-22T20:00:52+00:00,WH-02,in_progress,10
ORD-001438,Plant-31,PO-4054-4295,17,15,0,2026-07-23T23:00:52+00:00,WH-01,pending,8
ORD-001439,Plant-41,FL-7994-3393,90,70,0,2026-07-22T19:00:52+00:00,WH-01,in_progress,2
ORD-001440,Plant-40,IN-2810-1572,114,30,0,2026-07-21T12:00:52+00:00,WH-01,in_progress,6
ORD-001441,Plant-47,IN-4253-1125,71,42,0,2026-07-26T01:00:52+00:00,WH-01,in_progress,4
ORD-001442,Plant-18,FL-6692-1450,7,6,0,2026-07-21T00:00:52+00:00,WH-01,in_progress,1
ORD-001443,Plant-18,CH-7536-2275,121,9,0,2026-07-25T14:00:52+00:00,WH-02,pending,4
ORD-001444,Plant-25,EL-1177-2901,74,23,0,2026-07-23T07:00:52+00:00,WH-01,pending,3
ORD-001445,Plant-46,IN-9514-2508,85,80,0,2026-07-22T07:00:52+00:00,WH-01,pending,4
ORD-001446,Plant-26,IN-3665-2524,58,22,0,2026-07-26T03:00:52+00:00,WH-02,pending,7
ORD-001447,Plant-23,CH-1742-4621,45,19,0,2026-07-20T07:00:52+00:00,WH-01,pending,9
ORD-001448,Plant-09,PO-6978-747,7,2,0,2026-07-20T17:00:52+00:00,WH-02,pending,1
ORD-001449,Plant-17,IN-8282-1459,146,139,0,2026-07-21T13:00:52+00:00,WH-02,pending,3
ORD-001450,Plant-39,CH-7017-4346,70,47,0,2026-07-23T13:00:52+00:00,WH-02,pending,1
ORD-001451,Plant-34,CH-7144-1316,65,56,0,2026-07-25T15:00:52+00:00,WH-01,pending,4
ORD-001452,Plant-46,PO-1534-1178,112,23,0,2026-07-24T05:00:52+00:00,WH-01,in_progress,3
ORD-001453,Plant-34,FL-2331-2675,108,31,0,2026-07-24T11:00:52+00:00,WH-02,in_progress,4
ORD-001454,Plant-29,IN-6330-2147,42,32,0,2026-07-26T14:00:52+00:00,WH-01,in_progress,4
ORD-001455,Plant-43,EL-4393-303,50,2,0,2026-07-25T04:00:52+00:00,WH-02,in_progress,2
ORD-001456,Plant-33,FL-3308-089,110,87,0,2026-07-19T20:00:52+00:00,WH-01,completed,2
ORD-001457,Plant-12,EL-5034-2610,115,36,0,2026-07-22T05:00:52+00:00,WH-02,completed,3
ORD-001458,Plant-16,EL-7134-758,123,74,0,2026-07-20T22:00:52+00:00,WH-01,in_progress,1
ORD-001459,Plant-31,FL-6019-4187,61,9,0,2026-07-23T13:00:52+00:00,WH-01,completed,8
ORD-001460,Plant-21,EL-6107-3979,105,48,0,2026-07-24T02:00:52+00:00,WH-02,completed,8
ORD-001461,Plant-07,FL-6954-3102,6,3,0,2026-07-21T22:00:52+00:00,WH-02,in_progress,7
ORD-001462,Plant-16,PO-4625-1170,50,9,0,2026-07-23T10:00:52+00:00,WH-01,pending,3
ORD-001463,Plant-24,CH-8722-4703,27,18,0,2026-07-20T04:00:52+00:00,WH-01,completed,2
ORD-001464,Plant-21,CH-4666-4646,33,4,0,2026-07-21T08:00:52+00:00,WH-01,pending,5
ORD-001465,Plant-30,FL-5432-3108,24,17,0,2026-07-25T11:00:52+00:00,WH-01,completed,1
ORD-001466,Plant-38,PO-8907-3365,100,5,0,2026-07-21T12:00:52+00:00,WH-01,completed,6
ORD-001467,Plant-42,FL-8298-2763,57,24,0,2026-07-26T00:00:52+00:00,WH-02,pending,4
ORD-001468,Plant-18,FL-5928-1268,67,28,0,2026-07-23T17:00:52+00:00,WH-01,pending,1
ORD-001469,Plant-44,EL-3494-4902,54,22,0,2026-07-25T05:00:52+00:00,WH-01,in_progress,6
ORD-001470,Plant-32,CH-7580-4938,80,29,0,2026-07-20T16:00:52+00:00,WH-01,completed,8
ORD-001471,Plant-19,CH-4162-4560,78,57,0,2026-07-26T11:00:52+00:00,WH-02,in_progress,9
ORD-001472,Plant-19,CH-4001-944,41,36,0,2026-07-26T12:00:52+00:00,WH-01,pending,4
ORD-001473,Plant-28,CH-2608-1052,85,23,0,2026-07-22T00:00:52+00:00,WH-01,pending,3
ORD-001474,Plant-01,CH-9288-1033,8,8,0,2026-07-21T15:00:52+00:00,WH-01,completed,10
ORD-001475,Plant-22,CH-4510-638,13,1,0,2026-07-25T09:00:52+00:00,WH-02,pending,6
ORD-001476,Plant-25,EL-1279-2378,119,13,0,2026-07-22T09:00:52+00:00,WH-01,completed,2
ORD-001477,Plant-08,IN-5660-4238,139,90,0,2026-07-22T16:00:52+00:00,WH-02,pending,3
ORD-001478,Plant-38,FL-5871-3157,23,13,0,2026-07-19T21:00:52+00:00,WH-02,completed,7
ORD-001479,Plant-02,CH-8583-4928,149,66,0,2026-07-24T03:00:52+00:00,WH-02,pending,9
ORD-001480,Plant-34,IN-5048-168,111,87,0,2026-07-22T14:00:52+00:00,WH-02,pending,10
ORD-001481,Plant-33,EL-6722-060,18,18,0,2026-07-24T06:00:52+00:00,WH-02,completed,9
ORD-001482,Plant-12,EL-5857-2729,9,3,0,2026-07-22T09:00:52+00:00,WH-01,in_progress,7
ORD-001483,Plant-46,IN-1357-4668,76,39,0,2026-07-26T08:00:52+00:00,WH-02,pending,10
ORD-001484,Plant-09,PO-9710-2132,124,59,0,2026-07-22T08:00:52+00:00,WH-02,completed,10
ORD-001485,Plant-05,CH-3920-3991,52,41,0,2026-07-25T18:00:52+00:00,WH-02,pending,8
ORD-001486,Plant-32,EL-5714-4139,98,10,0,2026-07-19T20:00:52+00:00,WH-02,in_progress,1
ORD-001487,Plant-33,CH-1738-4282,133,24,0,2026-07-23T10:00:52+00:00,WH-01,in_progress,8
ORD-001488,Plant-30,IN-2751-2640,96,34,0,2026-07-24T17:00:52+00:00,WH-01,in_progress,1
ORD-001489,Plant-09,FL-5908-3530,37,17,0,2026-07-21T03:00:52+00:00,WH-02,pending,8
ORD-001490,Plant-10,EL-7706-109,97,51,0,2026-07-25T23:00:52+00:00,WH-01,completed,7
ORD-001491,Plant-01,FL-4188-1982,96,31,0,2026-07-25T21:00:52+00:00,WH-01,pending,2
ORD-001492,Plant-05,EL-5230-4149,126,60,0,2026-07-21T10:00:52+00:00,WH-02,pending,3
ORD-001493,Plant-15,IN-4373-3777,59,25,0,2026-07-21T16:00:52+00:00,WH-01,pending,8
ORD-001494,Plant-27,PO-4112-2973,130,17,0,2026-07-25T18:00:52+00:00,WH-02,completed,5
ORD-001495,Plant-11,FL-4758-535,48,47,0,2026-07-20T17:00:52+00:00,WH-02,pending,3
ORD-001496,Plant-19,PO-2983-1656,91,85,0,2026-07-25T16:00:52+00:00,WH-01,completed,7
ORD-001497,Plant-10,IN-9877-1728,91,87,0,2026-07-24T19:00:52+00:00,WH-02,pending,3
ORD-001498,Plant-17,EL-9921-549,28,11,0,2026-07-21T17:00:52+00:00,WH-01,in_progress,7
ORD-001499,Plant-34,IN-2907-3181,30,17,0,2026-07-24T11:00:52+00:00,WH-02,pending,3
ORD-001500,Plant-18,EL-5240-4371,4,3,0,2026-07-24T09:00:52+00:00,WH-02,in_progress,1
ORD-001501,Plant-21,CH-9580-4051,131,35,0,2026-07-24T04:00:52+00:00,WH-02,completed,6
ORD-001502,Plant-31,PO-3267-596,58,9,0,2026-07-24T13:00:52+00:00,WH-02,pending,4
ORD-001503,Plant-04,PO-9488-222,134,20,0,2026-07-22T23:00:52+00:00,WH-02,in_progress,4
ORD-001504,Plant-01,IN-7581-978,23,16,0,2026-07-22T06:00:52+00:00,WH-01,pending,2
ORD-001505,Plant-35,CH-4845-783,99,31,0,2026-07-26T15:00:52+00:00,WH-01,completed,6
ORD-001506,Plant-32,PO-7364-006,124,89,0,2026-07-20T04:00:52+00:00,WH-01,completed,7
ORD-001507,Plant-31,CH-8118-973,90,53,0,2026-07-22T13:00:52+00:00,WH-02,completed,8
ORD-001508,Plant-34,EL-5011-4484,136,64,0,2026-07-26T01:00:52+00:00,WH-01,pending,10
ORD-001509,Plant-28,CH-7806-3073,17,8,0,2026-07-24T11:00:52+00:00,WH-02,in_progress,8
ORD-001510,Plant-25,EL-9186-1837,105,94,0,2026-07-25T03:00:52+00:00,WH-01,completed,3
ORD-001511,Plant-08,FL-9150-874,140,37,0,2026-07-23T23:00:52+00:00,WH-01,pending,1
ORD-001512,Plant-06,IN-9758-3200,52,41,0,2026-07-19T21:00:52+00:00,WH-01,pending,8
ORD-001513,Plant-31,PO-1433-440,116,12,0,2026-07-25T09:00:52+00:00,WH-02,completed,6
ORD-001514,Plant-22,EL-5955-4086,88,56,0,2026-07-23T12:00:52+00:00,WH-01,in_progress,5
ORD-001515,Plant-19,IN-6973-1057,24,0,0,2026-07-22T19:00:52+00:00,WH-02,in_progress,1
ORD-001516,Plant-45,IN-9691-1735,128,119,0,2026-07-25T20:00:52+00:00,WH-01,completed,4
ORD-001517,Plant-04,FL-1173-1419,123,100,0,2026-07-25T01:00:52+00:00,WH-01,completed,10
ORD-001518,Plant-05,FL-2351-1359,22,10,0,2026-07-22T04:00:52+00:00,WH-01,pending,5
ORD-001519,Plant-19,CH-3222-689,71,63,0,2026-07-23T01:00:52+00:00,WH-01,completed,1
ORD-001520,Plant-29,CH-3152-3981,39,30,0,2026-07-25T11:00:52+00:00,WH-02,in_progress,10
ORD-001521,Plant-13,IN-2383-1649,98,97,0,2026-07-26T12:00:52+00:00,WH-02,in_progress,6
ORD-001522,Plant-05,EL-1266-4517,130,117,0,2026-07-20T01:00:52+00:00,WH-01,completed,1
ORD-001523,Plant-01,IN-9342-4868,47,25,0,2026-07-24T06:00:52+00:00,WH-02,in_progress,3
ORD-001524,Plant-08,FL-2296-864,100,46,0,2026-07-24T19:00:52+00:00,WH-02,in_progress,2
ORD-001525,Plant-38,CH-8264-801,83,23,0,2026-07-22T02:00:52+00:00,WH-01,completed,5
ORD-001526,Plant-15,IN-3760-1303,24,17,0,2026-07-22T07:00:52+00:00,WH-01,pending,5
ORD-001527,Plant-11,PO-3112-1812,144,68,0,2026-07-24T20:00:52+00:00,WH-02,completed,3
ORD-001528,Plant-05,EL-2694-2689,57,22,0,2026-07-22T22:00:52+00:00,WH-01,completed,7
ORD-001529,Plant-07,CH-1764-740,136,98,0,2026-07-26T02:00:52+00:00,WH-02,completed,7
ORD-001530,Plant-09,CH-5126-1529,57,36,0,2026-07-20T22:00:52+00:00,WH-02,completed,1
ORD-001531,Plant-32,EL-7906-515,43,23,0,2026-07-20T20:00:52+00:00,WH-01,pending,8
ORD-001532,Plant-30,IN-4184-824,92,16,0,2026-07-20T16:00:52+00:00,WH-02,pending,8
ORD-001533,Plant-27,CH-7679-3931,50,35,0,2026-07-24T07:00:52+00:00,WH-01,in_progress,6
ORD-001534,Plant-19,CH-1372-803,34,34,0,2026-07-23T06:00:52+00:00,WH-01,completed,2
ORD-001535,Plant-38,FL-5917-2918,128,26,0,2026-07-24T05:00:52+00:00,WH-02,in_progress,1
ORD-001536,Plant-46,FL-8889-1287,133,97,0,2026-07-24T23:00:52+00:00,WH-01,completed,9
ORD-001537,Plant-19,EL-1938-3051,14,13,0,2026-07-26T02:00:52+00:00,WH-01,completed,3
ORD-001538,Plant-38,IN-9135-1422,105,86,0,2026-07-21T11:00:52+00:00,WH-02,completed,8
ORD-001539,Plant-36,EL-2934-1600,17,6,0,2026-07-24T23:00:52+00:00,WH-02,pending,7
ORD-001540,Plant-22,PO-5196-4933,38,24,0,2026-07-22T19:00:52+00:00,WH-01,pending,10
ORD-001541,Plant-35,PO-3122-3084,101,10,0,2026-07-24T09:00:52+00:00,WH-01,pending,6
ORD-001542,Plant-21,CH-1388-4982,69,64,0,2026-07-22T01:00:52+00:00,WH-02,in_progress,5
ORD-001543,Plant-35,PO-8310-1405,40,6,0,2026-07-24T21:00:52+00:00,WH-01,completed,7
ORD-001544,Plant-10,PO-5388-2439,39,6,0,2026-07-21T10:00:52+00:00,WH-01,pending,3
ORD-001545,Plant-45,PO-4618-1748,105,87,0,2026-07-24T08:00:52+00:00,WH-02,in_progress,1
ORD-001546,Plant-29,EL-7108-837,92,52,0,2026-07-21T13:00:52+00:00,WH-02,in_progress,3
ORD-001547,Plant-18,FL-7778-3612,106,24,0,2026-07-23T12:00:52+00:00,WH-01,pending,9
ORD-001548,Plant-18,IN-1071-4824,29,21,0,2026-07-22T09:00:52+00:00,WH-02,completed,8
ORD-001549,Plant-12,IN-1796-2559,99,64,0,2026-07-22T05:00:52+00:00,WH-01,in_progress,9
ORD-001550,Plant-30,IN-6552-3323,12,4,0,2026-07-24T10:00:52+00:00,WH-02,completed,9
ORD-001551,Plant-31,FL-5155-4984,60,23,0,2026-07-24T20:00:52+00:00,WH-01,in_progress,2
ORD-001552,Plant-44,IN-3587-1862,13,12,0,2026-07-20T03:00:52+00:00,WH-02,in_progress,6
ORD-001553,Plant-08,FL-6393-2771,57,41,0,2026-07-26T16:00:52+00:00,WH-01,completed,10
ORD-001554,Plant-20,IN-7910-179,53,37,0,2026-07-24T06:00:52+00:00,WH-01,pending,8
ORD-001555,Plant-01,FL-4712-4451,51,13,0,2026-07-24T17:00:52+00:00,WH-02,pending,2
ORD-001556,Plant-32,PO-1178-3658,42,39,0,2026-07-24T23:00:52+00:00,WH-01,in_progress,5
ORD-001557,Plant-01,EL-6259-530,73,13,0,2026-07-23T12:00:52+00:00,WH-01,completed,4
ORD-001558,Plant-23,CH-8542-2747,34,8,0,2026-07-21T01:00:52+00:00,WH-01,pending,3
