"vwgl_matstorloc_id","vwgl_matstorloc_valid_from","__operation_type","__timestamp","material","plant","storagelocation","maintenancestatus","deletionflag","fiscalyearofcurrentperiod","currentperiod","physicalinventoryblockingind","freeavailablestock","baseunit","stockintransfer","stockinqualityinspection","totalstockofallrestrbatches","blockedstock","blockedstockreturns","valunrestusestockprevper","stockintransferprevper","stockinqualityinsprevper","restrictedusestockprevper","blockedstockprevper","blockedstockreturnsprevper","dateoflastpostedcount","creationdate","instance","i_product","i_storagelocation","etl_aend_tstamp"
"0DD300048J|1400|XZM1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048J","1400","XZM1","DL","","2026","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260505","Kassel","0DD300048J","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B    DRA|1400|SAM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159B    DRA","1400","SAM1","DL","","2022","12","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221221","Kassel","0DD311159B    DRA","SAM1","2026-07-17 06:05:41.813636 UTC"
"0DD311158D|1400|F6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158D","1400","F6M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311158D","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B       0340|1400|S6M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD311159B       0340","1400","S6M1","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240404","Kassel","0DD311159B       0340","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300040D|1400|XNM3","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040D","1400","XNM3","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040D","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300046K|1400|XNM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046K","1400","XNM1","DL","","2025","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046K","XNM1","2026-07-17 06:05:41.813636 UTC"
"0DD311158B|1400|XNM2","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158B","1400","XNM2","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD311158B","XNM2","2026-07-17 06:05:41.813636 UTC"
"0DD311158D|1400|W0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158D","1400","W0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311158D","W0M6","2026-07-17 06:05:41.813636 UTC"
"0DD311159B       0340|1400|XZM1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD311159B       0340","1400","XZM1","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240404","Kassel","0DD311159B       0340","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046P|1400|S1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046P","1400","S1M1","DL","","2026","06","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046P","S1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047P|1400|XN12","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047P","1400","XN12","DL","","2025","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240614","Kassel","0DD300047P","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300048B|1400|D0M1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048B","1400","D0M1","DL","","2026","07","","80","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250314","Kassel","0DD300048B","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300040C|1400|S0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040C","1400","S0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040C","S0M6","2026-07-17 06:05:41.813636 UTC"
"0DD300046C|1400|W0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046C","1400","W0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046C","W0M6","2026-07-17 06:05:41.813636 UTC"
"0DD300046J|1400|W0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046J","1400","W0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046J","W0M6","2026-07-17 06:05:41.813636 UTC"
"0DD300046L|1400|S0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046L","1400","S0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046L","S0M6","2026-07-17 06:05:41.813636 UTC"
"0DD300046N|1400|XNM3","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300046N","1400","XNM3","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230215","Kassel","0DD300046N","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300047J|1400|S6M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047J","1400","S6M1","DL","","2024","01","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240109","Kassel","0DD300047J","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047L|1400|D0M1","2026-07-17 02:17:12.966977 UTC","L","2026-07-17 02:17:12.966977 UTC","0DD300047L","1400","D0M1","DL","","2024","11","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240103","Kassel","0DD300047L","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD311158B|1400|S4M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158B","1400","S4M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311158B","S4M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159D|1400|F4M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159D","1400","F4M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311159D","F4M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159D|1400|S4M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159D","1400","S4M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311159D","S4M1","2026-07-17 06:05:41.813636 UTC"
"0DD300040D|1400|S6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040D","1400","S6M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040D","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300040E|1400|BN03","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300040E","1400","BN03","DL","","2025","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240123","Kassel","0DD300040E","BN03","2026-07-17 06:05:41.813636 UTC"
"0DD300046T|1400|FBM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046T","1400","FBM1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046T","FBM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046T|1400|S6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046T","1400","S6M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046T","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047B|1400|XNM1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300047B","1400","XNM1","DL","","2023","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230315","Kassel","0DD300047B","XNM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046H|1400|S0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046H","1400","S0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046H","S0M6","2026-07-17 06:05:41.813636 UTC"
"0DD300046R|1400|XN12","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300046R","1400","XN12","DL","","2024","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240627","Kassel","0DD300046R","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300047R|1400|XZM1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047R","1400","XZM1","DL","","2024","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240515","Kassel","0DD300047R","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300048G|1400|XN38","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048G","1400","XN38","DL","","2025","12","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20251212","Kassel","0DD300048G","XN38","2026-07-17 06:05:41.813636 UTC"
"0DD300048H|1400|XZM1","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048H","1400","XZM1","DL","","2026","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260206","Kassel","0DD300048H","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD311158D|1400|S4M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158D","1400","S4M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311158D","S4M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B       0200|1400|F4M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD311159B       0200","1400","F4M1","DL","","2024","09","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240404","Kassel","0DD311159B       0200","F4M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159C    DRA|1400|FAM5","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD311159C    DRA","1400","FAM5","DL","","2025","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250508","Kassel","0DD311159C    DRA","FAM5","2026-07-17 06:05:41.813636 UTC"
"0DD311159C    DRA|1400|S0M3","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159C    DRA","1400","S0M3","DL","","2022","12","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221221","Kassel","0DD311159C    DRA","S0M3","2026-07-17 06:05:41.813636 UTC"
"0DD300040C|1400|D0M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040C","1400","D0M1","DL","","2025","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300040C","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047F|1400|S6M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047F","1400","S6M1","DL","","2024","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20241021","Kassel","0DD300047F","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047J|1400|XNM2","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047J","1400","XNM2","DL","","2024","01","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240103","Kassel","0DD300047J","XNM2","2026-07-17 06:05:41.813636 UTC"
"0DD300047L|1400|XNQA","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047L","1400","XNQA","DL","","2026","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260219","Kassel","0DD300047L","XNQA","2026-07-17 06:05:41.813636 UTC"
"0DD300047S|1400|XNM1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047S","1400","XNM1","DL","","2025","09","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240703","Kassel","0DD300047S","XNM1","2026-07-17 06:05:41.813636 UTC"
"0DD300048C|1400|XNM2","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048C","1400","XNM2","DL","","2025","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250314","Kassel","0DD300048C","XNM2","2026-07-17 06:05:41.813636 UTC"
"0DD300048E|1400|XNM3","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048E","1400","XNM3","DL","","2025","09","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250909","Kassel","0DD300048E","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300048F|1400|XNM2","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048F","1400","XNM2","DL","","2026","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260206","Kassel","0DD300048F","XNM2","2026-07-17 06:05:41.813636 UTC"
"0DD300048|1400|S1M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300048","1400","S1M1","DL","","2026","06","","33","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240731","Kassel","0DD300048","S1M1","2026-07-17 06:05:41.813636 UTC"
"0DD311158B|1400|F1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158B","1400","F1M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311158B","F1M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B       0200|1400|XN93","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD311159B       0200","1400","XN93","DL","","2026","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240904","Kassel","0DD311159B       0200","XN93","2026-07-17 06:05:41.813636 UTC"
"0DD311159B ANG|1400|XN50","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159B ANG","1400","XN50","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240430","Kassel","0DD311159B ANG","XN50","2026-07-17 06:05:41.813636 UTC"
"0DD311159C|1400|F6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159C","1400","F6M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311159C","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046N|1400|XN12","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300046N","1400","XN12","DL","","2024","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240430","Kassel","0DD300046N","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300046Q|1400|BN03","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300046Q","1400","BN03","DL","","2024","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240123","Kassel","0DD300046Q","BN03","2026-07-17 06:05:41.813636 UTC"
"0DD300047F|1400|XNM3","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300047F","1400","XNM3","DL","","2024","08","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240820","Kassel","0DD300047F","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300047G|1400|XZM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300047G","1400","XZM1","DL","","2023","09","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230921","Kassel","0DD300047G","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B       0200|1400|F6M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD311159B       0200","1400","F6M1","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240404","Kassel","0DD311159B       0200","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B|1400|S0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159B","1400","S0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311159B","S0M6","2026-07-17 06:05:41.813636 UTC"
"0DD300046H|1400|S6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046H","1400","S6M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046H","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046M|1400|F6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046M","1400","F6M1","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046M","F6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046M|1400|XNM3","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046M","1400","XNM3","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046M","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300046S|1400|W0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046S","1400","W0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046S","W0M6","2026-07-17 06:05:41.813636 UTC"
"0DD300047N|1400|F759","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047N","1400","F759","DL","","2025","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240710","Kassel","0DD300047N","F759","2026-07-17 06:05:41.813636 UTC"
"0DD300047S|1400|S1M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047S","1400","S1M1","DL","","2026","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240710","Kassel","0DD300047S","S1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047T|1400|F759","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047T","1400","F759","DL","","2026","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240710","Kassel","0DD300047T","F759","2026-07-17 06:05:41.813636 UTC"
"0DD300048F|1400|F759","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048F","1400","F759","DL","","2026","06","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260629","Kassel","0DD300048F","F759","2026-07-17 06:05:41.813636 UTC"
"0DD311158B|1400|D0M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158B","1400","D0M1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD311158B","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B       0200|1400|F761","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD311159B       0200","1400","F761","DL","","2026","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240430","Kassel","0DD311159B       0200","F761","2026-07-17 06:05:41.813636 UTC"
"0DD300040E|1400|XNM3","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040E","1400","XNM3","DL","","2024","05","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040E","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300046G|1400|XNM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046G","1400","XNM1","DL","","2023","08","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046G","XNM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046L|1400|XN12","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300046L","1400","XN12","DL","","2026","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240516","Kassel","0DD300046L","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD300046P|1400|FBM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046P","1400","FBM1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046P","FBM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046T|1400|D0M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046T","1400","D0M1","DL","","2026","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046T","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047K|1400|D0M1","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047K","1400","D0M1","DL","","2026","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240103","Kassel","0DD300047K","D0M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047M|1400|S1M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047M","1400","S1M1","DL","","2025","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240614","Kassel","0DD300047M","S1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300048B|1400|XNM1","2026-07-17 02:17:53.120606 UTC","L","2026-07-17 02:17:53.120606 UTC","0DD300048B","1400","XNM1","DL","","2026","06","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20250314","Kassel","0DD300048B","XNM1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B       0200|1400|S6M1","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD311159B       0200","1400","S6M1","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240404","Kassel","0DD311159B       0200","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD311159B       0340|1400|XNM2","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD311159B       0340","1400","XNM2","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240404","Kassel","0DD311159B       0340","XNM2","2026-07-17 06:05:41.813636 UTC"
"0DD300046J|1400|S6M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046J","1400","S6M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046J","S6M1","2026-07-17 06:05:41.813636 UTC"
"0DD300046M|1400|XNM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046M","1400","XNM1","DL","","2025","07","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD300046M","XNM1","2026-07-17 06:05:41.813636 UTC"
"0DD300046S|1400|F4M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300046S","1400","F4M1","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300046S","F4M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047A|1400|XNM2","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300047A","1400","XNM2","DL","","2022","12","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221219","Kassel","0DD300047A","XNM2","2026-07-17 06:05:41.813636 UTC"
"0DD300047G|1400|S1M1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300047G","1400","S1M1","DL","","2024","03","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20231117","Kassel","0DD300047G","S1M1","2026-07-17 06:05:41.813636 UTC"
"0DD300047K|1400|XNM3","2026-07-17 02:17:22.915108 UTC","L","2026-07-17 02:17:22.915108 UTC","0DD300047K","1400","XNM3","DL","","2024","09","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240103","Kassel","0DD300047K","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD300048F|1400|XNM3","2026-07-17 02:17:43.125366 UTC","L","2026-07-17 02:17:43.125366 UTC","0DD300048F","1400","XNM3","DL","","2026","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20260206","Kassel","0DD300048F","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD311158B|1400|XN12","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158B","1400","XN12","DL","","2024","04","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240429","Kassel","0DD311158B","XN12","2026-07-17 06:05:41.813636 UTC"
"0DD311158D|1400|XNM3","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311158D","1400","XNM3","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD311158D","XNM3","2026-07-17 06:05:41.813636 UTC"
"0DD311159B ANG|1400|FAM1","2026-07-17 02:17:12.966977 UTC","L","2026-07-17 02:17:12.966977 UTC","0DD311159B ANG","1400","FAM1","DL","","2024","09","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20240903","Kassel","0DD311159B ANG","FAM1","2026-07-17 06:05:41.813636 UTC"
"0DD311159C|1400|XZM1","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD311159C","1400","XZM1","DL","","2022","10","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20221024","Kassel","0DD311159C","XZM1","2026-07-17 06:05:41.813636 UTC"
"0DD300040E|1400|W0M6","2026-07-17 02:17:32.995343 UTC","L","2026-07-17 02:17:32.995343 UTC","0DD300040E","1400","W0M6","DL","","2023","02","","0","ST","0","0","0","0","0","0","0","0","0","0","0","00000000","20230216","Kassel","0DD300040E","W0M6","2026-07-17 06:05:41.813636 UTC"
