id,description,family,weight_kg,wms_weight_kg,erp_weight_kg,fitment_wms,fitment_erp,storage_class,hazmat,supplier,bin,bin_active,reorder_point,safety_stock
IN-1437-742,Seat rail RH,Interior,12.57,12.57,12.57,LH,LH,ambient,False,SUP-047,JIS-07-18,True,116,52
IN-7196-743,Door trim panel Premium,Interior,0.82,0.82,0.82,RH,RH,ambient,False,SUP-065,B-07-05,True,150,67
IN-3397-744,Console module Premium,Interior,2.88,2.88,2.88,LH,LH,ambient,False,SUP-173,B-07-12,True,93,87
FL-4539-745,Washer concentrate Premium,Fluids,19.54,19.54,19.54,RH,RH,ambient,False,SUP-153,A-12-10,True,133,84
PO-3683-746,Torque converter Premium,Powertrain,8.39,8.39,8.39,RH,RH,ambient,False,SUP-007,A-12-18,True,197,48
FL-8931-747,Sealant cartridge Gen 2,Fluids,6.42,6.42,6.42,LH,LH,ambient,False,SUP-003,JIS-07-08,True,165,45
EL-9348-748,Power distribution unit Gen 2,Electronics,14.0,14.0,14.0,RH,RH,ambient,False,SUP-165,HZ-02-14,True,83,64
PO-7217-749,Clutch actuator Premium,Powertrain,11.69,11.69,11.69,RH,RH,ambient,False,SUP-072,JIS-07-15,True,124,89
EL-3797-750,Radar sensor LH,Electronics,17.63,17.63,17.63,RH,RH,ambient,False,SUP-162,Q-04-06,True,219,45
IN-3117-751,Wiring harness assembly Gen 2,Interior,16.76,16.76,16.76,RH,RH,ambient,False,SUP-171,HZ-02-12,True,160,42
IN-2292-752,Console module RH,Interior,19.14,19.14,19.14,RH,RH,ambient,False,SUP-022,Q-04-17,True,92,65
PO-8994-753,Clutch actuator Premium,Powertrain,15.04,15.04,15.04,LH,LH,ambient,False,SUP-051,HZ-02-10,True,165,50
PO-3358-754,Gear selector LH,Powertrain,15.82,15.82,15.82,LH,LH,ambient,False,SUP-061,A-12-03,True,219,29
EL-1516-755,Camera harness Premium,Electronics,2.28,2.28,2.28,RH,RH,ambient,False,SUP-002,Q-04-11,True,80,35
IN-9996-756,Door trim panel LH,Interior,8.77,8.77,8.77,LH,LH,ambient,False,SUP-029,Q-04-11,True,107,55
PO-8036-757,Clutch actuator Gen 2,Powertrain,14.13,14.13,14.13,LH,LH,ambient,False,SUP-092,A-12-08,True,208,49
IN-4752-758,Console module Gen 2,Interior,14.15,14.15,14.15,RH,RH,ambient,False,SUP-191,Q-04-05,True,192,52
CH-9129-759,Wheel carrier RH,Chassis,18.79,18.79,18.79,RH,RH,ambient,False,SUP-033,B-07-08,True,77,86
PO-2981-760,Gear selector Gen 2,Powertrain,19.91,19.91,19.91,LH,LH,ambient,False,SUP-012,Q-04-16,True,96,36
CH-3208-761,Steering knuckle RH,Chassis,1.96,1.96,1.96,RH,RH,ambient,False,SUP-042,Q-04-02,True,108,77
EL-2197-762,Power distribution unit LH,Electronics,17.89,17.89,17.89,LH,LH,ambient,False,SUP-010,HZ-02-11,True,122,79
CH-8243-763,Control arm RH,Chassis,7.24,7.24,7.24,LH,LH,ambient,False,SUP-182,JIS-07-14,True,76,83
IN-2651-764,Console module RH,Interior,20.85,20.85,20.85,LH,LH,ambient,False,SUP-195,A-12-08,True,207,71
EL-2305-765,ECU control module RH,Electronics,11.03,11.03,11.03,LH,LH,ambient,False,SUP-073,Q-04-06,True,106,67
CH-2930-766,Steering knuckle LH,Chassis,1.45,1.45,1.45,LH,LH,ambient,False,SUP-087,Q-04-14,True,184,66
PO-6568-767,Clutch actuator LH,Powertrain,10.88,10.88,10.88,RH,RH,ambient,False,SUP-167,A-12-11,True,104,74
EL-6975-768,ECU control module LH,Electronics,24.34,24.34,24.34,RH,RH,ambient,False,SUP-139,Q-04-16,True,65,36
EL-6020-769,Radar sensor LH,Electronics,10.11,10.11,10.11,RH,RH,ambient,False,SUP-060,Q-04-11,True,151,33
EL-5629-770,Radar sensor LH,Electronics,9.71,9.71,9.71,RH,RH,ambient,False,SUP-169,B-07-17,True,133,71
CH-9531-771,Steering knuckle Premium,Chassis,24.1,24.1,24.1,RH,RH,ambient,False,SUP-180,JIS-07-10,True,201,45
PO-6860-772,Fuel rail Gen 2,Powertrain,5.42,5.42,5.42,RH,RH,ambient,False,SUP-115,HZ-02-04,True,100,45
FL-9454-773,Sealant cartridge Gen 2,Fluids,4.28,4.28,4.28,LH,LH,ambient,False,SUP-171,A-12-12,True,164,60
IN-1661-774,Wiring harness assembly Premium,Interior,19.59,19.59,19.59,LH,LH,ambient,False,SUP-137,JIS-07-13,True,210,33
FL-2280-775,Coolant additive Gen 2,Fluids,6.91,6.91,6.91,RH,RH,hazmat,True,SUP-021,A-12-12,True,121,55
PO-6721-776,Clutch actuator RH,Powertrain,19.95,19.95,19.95,LH,LH,ambient,False,SUP-134,A-12-07,True,81,74
PO-8685-777,Clutch actuator RH,Powertrain,19.63,19.63,19.63,RH,RH,ambient,False,SUP-153,Q-04-06,True,72,47
CH-8987-778,Steering knuckle LH,Chassis,1.83,1.83,1.83,RH,RH,ambient,False,SUP-118,JIS-07-13,True,104,44
CH-8690-779,Steering knuckle LH,Chassis,17.18,17.18,17.18,RH,RH,ambient,False,SUP-079,HZ-02-14,True,159,62
PO-5506-780,Clutch actuator LH,Powertrain,14.2,14.2,14.2,LH,LH,ambient,False,SUP-144,JIS-07-18,True,135,87
IN-5092-781,Console module Gen 2,Interior,13.92,13.92,13.92,RH,RH,ambient,False,SUP-117,A-12-04,True,209,70
IN-6400-782,Wiring harness assembly Premium,Interior,8.91,8.91,8.91,LH,LH,ambient,False,SUP-109,A-12-12,True,105,83
IN-2873-783,Wiring harness assembly Premium,Interior,2.17,2.17,2.17,LH,LH,ambient,False,SUP-184,B-07-10,True,122,47
PO-1222-784,Gear selector Premium,Powertrain,8.95,8.95,8.95,RH,RH,ambient,False,SUP-148,JIS-07-17,True,142,73
CH-3724-785,Steering knuckle LH,Chassis,6.22,6.22,6.22,RH,RH,ambient,False,SUP-127,A-12-17,True,188,58
PO-2423-786,Gear selector Premium,Powertrain,3.1,3.1,3.1,RH,RH,ambient,False,SUP-055,JIS-07-04,True,64,76
EL-3355-787,Camera harness Premium,Electronics,21.71,21.71,21.71,RH,RH,ambient,False,SUP-128,HZ-02-05,True,199,74
EL-1069-788,Camera harness RH,Electronics,20.12,20.12,20.12,LH,LH,ambient,False,SUP-136,Q-04-02,True,153,54
IN-7050-789,Wiring harness assembly Gen 2,Interior,12.52,12.52,12.52,RH,RH,ambient,False,SUP-053,Q-04-15,True,215,57
PO-3722-790,Torque converter Gen 2,Powertrain,4.49,4.49,4.49,LH,LH,ambient,False,SUP-154,JIS-07-11,True,94,90
IN-9818-791,Door trim panel Gen 2,Interior,17.37,17.37,17.37,LH,LH,ambient,False,SUP-148,B-07-03,True,92,39
FL-1031-792,Sealant cartridge RH,Fluids,4.99,4.99,4.99,LH,LH,ambient,False,SUP-016,JIS-07-05,True,109,48
CH-2073-793,Wheel carrier Premium,Chassis,11.94,11.94,11.94,RH,RH,ambient,False,SUP-105,HZ-02-18,True,218,34
CH-9224-794,Control arm RH,Chassis,4.53,4.53,4.53,RH,RH,ambient,False,SUP-062,JIS-07-07,True,208,51
CH-1658-795,Wheel carrier Premium,Chassis,15.19,15.19,15.19,LH,LH,ambient,False,SUP-036,JIS-07-14,True,69,85
PO-5372-796,Clutch actuator Gen 2,Powertrain,7.53,7.53,7.53,RH,RH,ambient,False,SUP-053,A-12-02,True,132,44
PO-4452-797,Fuel rail RH,Powertrain,18.64,18.64,18.64,RH,RH,ambient,False,SUP-067,JIS-07-12,True,81,76
CH-8030-798,Brake line manifold Premium,Chassis,0.53,0.53,0.53,LH,LH,ambient,False,SUP-096,B-07-17,True,171,84
FL-5650-799,Coolant additive Gen 2,Fluids,11.4,11.4,11.4,RH,RH,ambient,False,SUP-180,A-12-14,True,118,89
EL-4499-800,ECU control module LH,Electronics,8.15,8.15,8.15,LH,LH,ambient,False,SUP-189,A-12-04,True,215,59
FL-9539-801,Washer concentrate Premium,Fluids,15.11,15.11,15.11,LH,LH,ambient,False,SUP-200,Q-04-03,True,132,48
CH-6599-802,Brake line manifold Gen 2,Chassis,1.9,1.9,1.9,RH,RH,ambient,False,SUP-059,Q-04-06,True,139,77
IN-8393-803,Door trim panel LH,Interior,5.72,5.72,5.72,LH,LH,ambient,False,SUP-073,JIS-07-01,True,140,60
PO-6535-804,Gear selector Gen 2,Powertrain,8.66,8.66,8.66,LH,LH,ambient,False,SUP-143,HZ-02-15,True,97,51
FL-3748-805,Coolant additive LH,Fluids,5.92,5.92,5.92,RH,RH,ambient,False,SUP-153,JIS-07-11,True,61,75
PO-4171-806,Gear selector Gen 2,Powertrain,11.99,11.99,11.99,LH,LH,ambient,False,SUP-162,JIS-07-17,True,215,33
PO-4707-807,Torque converter Gen 2,Powertrain,18.81,18.81,18.81,RH,RH,ambient,False,SUP-063,A-12-02,True,207,45
FL-2477-808,Coolant additive LH,Fluids,12.1,12.1,12.1,LH,LH,ambient,False,SUP-185,HZ-02-18,True,169,31
IN-3235-809,Seat rail Gen 2,Interior,24.06,24.06,24.06,RH,RH,ambient,False,SUP-108,B-07-05,True,133,76
CH-2713-810,Steering knuckle Gen 2,Chassis,2.64,2.64,2.64,LH,LH,ambient,False,SUP-161,JIS-07-18,True,63,84
IN-1745-811,Console module Premium,Interior,2.77,2.77,2.77,RH,RH,ambient,False,SUP-041,Q-04-16,True,127,45
IN-7122-812,Seat rail RH,Interior,19.68,19.68,19.68,LH,LH,ambient,False,SUP-035,A-12-06,True,129,63
IN-6798-813,Door trim panel RH,Interior,20.89,20.89,20.89,LH,LH,ambient,False,SUP-126,B-07-02,True,63,79
IN-1520-814,Wiring harness assembly Premium,Interior,16.88,16.88,16.88,LH,LH,ambient,False,SUP-109,B-07-07,True,161,87
FL-7832-815,Sealant cartridge RH,Fluids,7.57,7.57,7.57,RH,RH,ambient,False,SUP-130,HZ-02-10,True,159,47
CH-2865-816,Wheel carrier LH,Chassis,11.3,11.3,11.3,RH,RH,ambient,False,SUP-046,A-12-13,True,93,29
FL-9485-817,Brake fluid reservoir RH,Fluids,5.82,5.82,5.82,RH,RH,ambient,False,SUP-038,JIS-07-03,True,121,56
FL-6896-818,Washer concentrate RH,Fluids,15.75,15.75,15.75,RH,RH,ambient,False,SUP-008,HZ-02-15,True,136,61
EL-9685-819,ECU control module Premium,Electronics,9.7,9.7,9.7,LH,LH,ambient,False,SUP-124,A-12-13,True,194,87
FL-2999-820,Washer concentrate LH,Fluids,2.88,2.88,2.88,LH,LH,ambient,False,SUP-190,HZ-02-01,True,106,50
PO-4329-821,Torque converter LH,Powertrain,21.65,21.65,21.65,LH,LH,ambient,False,SUP-083,HZ-02-15,True,98,52
FL-9806-822,Washer concentrate RH,Fluids,16.73,16.73,16.73,LH,LH,ambient,False,SUP-122,B-07-05,True,108,84
FL-5427-823,Coolant additive LH,Fluids,21.35,21.35,21.35,RH,RH,hazmat,True,SUP-186,Q-04-18,True,167,42
FL-6863-824,Washer concentrate Premium,Fluids,13.99,13.99,13.99,RH,RH,ambient,False,SUP-110,HZ-02-03,True,67,50
PO-4534-825,Gear selector LH,Powertrain,0.93,0.93,0.93,RH,RH,ambient,False,SUP-105,Q-04-05,True,191,50
EL-4182-826,ECU control module LH,Electronics,15.1,15.1,15.1,LH,LH,ambient,False,SUP-003,B-07-10,True,62,48
EL-5994-827,Camera harness RH,Electronics,4.79,4.79,4.79,LH,LH,ambient,False,SUP-199,Q-04-09,True,136,64
EL-7942-828,ECU control module LH,Electronics,23.95,23.95,23.95,LH,LH,ambient,False,SUP-134,A-12-07,True,96,77
IN-5084-829,Wiring harness assembly Premium,Interior,2.69,2.69,2.69,LH,LH,ambient,False,SUP-064,Q-04-05,True,188,40
IN-3114-830,Wiring harness assembly LH,Interior,22.36,22.36,22.36,RH,RH,ambient,False,SUP-018,B-07-09,True,105,84
FL-7409-831,Coolant additive Premium,Fluids,8.85,8.85,8.85,RH,RH,ambient,False,SUP-039,HZ-02-01,True,196,64
PO-2697-832,Fuel rail Premium,Powertrain,22.12,22.12,22.12,RH,RH,ambient,False,SUP-002,Q-04-08,True,111,30
PO-1852-833,Gear selector Premium,Powertrain,10.16,10.16,10.16,RH,RH,ambient,False,SUP-157,HZ-02-17,True,148,84
IN-1193-834,Door trim panel LH,Interior,6.8,6.8,6.8,RH,RH,ambient,False,SUP-059,JIS-07-11,True,111,54
EL-8267-835,Power distribution unit RH,Electronics,22.59,22.59,22.59,LH,LH,ambient,False,SUP-114,JIS-07-05,True,212,72
CH-9395-836,Wheel carrier Premium,Chassis,5.08,5.08,5.08,LH,LH,ambient,False,SUP-045,B-07-06,True,123,60
CH-1722-837,Control arm Premium,Chassis,8.48,8.48,8.48,LH,LH,ambient,False,SUP-022,A-12-07,True,169,80
CH-9074-838,Brake line manifold Gen 2,Chassis,19.56,19.56,19.56,LH,LH,ambient,False,SUP-159,HZ-02-01,True,201,85
IN-9275-839,Console module Gen 2,Interior,2.73,2.73,2.73,LH,LH,ambient,False,SUP-134,Q-04-11,True,81,73
PO-1023-840,Torque converter LH,Powertrain,3.59,3.59,3.59,LH,LH,ambient,False,SUP-193,Q-04-05,True,114,88
IN-4309-841,Seat rail RH,Interior,4.14,4.14,4.14,LH,LH,ambient,False,SUP-182,JIS-07-05,True,193,28
EL-9479-842,Power distribution unit Premium,Electronics,7.01,7.01,7.01,LH,LH,ambient,False,SUP-193,HZ-02-03,True,199,41
EL-3412-843,Power distribution unit RH,Electronics,16.62,16.62,16.62,RH,RH,ambient,False,SUP-056,A-12-10,True,219,90
CH-7763-844,Steering knuckle RH,Chassis,20.27,20.27,20.27,RH,RH,ambient,False,SUP-020,B-07-08,True,86,86
PO-1295-845,Gear selector LH,Powertrain,4.78,4.78,4.78,LH,LH,ambient,False,SUP-040,JIS-07-05,True,213,61
CH-9278-846,Steering knuckle RH,Chassis,20.54,20.54,20.54,RH,RH,ambient,False,SUP-108,Q-04-03,True,175,32
CH-9369-847,Brake line manifold LH,Chassis,14.27,14.27,14.27,RH,RH,ambient,False,SUP-196,Q-04-16,True,203,71
IN-7564-848,Wiring harness assembly Gen 2,Interior,19.27,19.27,19.27,LH,LH,ambient,False,SUP-137,HZ-02-09,True,197,45
IN-8232-849,Door trim panel Premium,Interior,5.73,5.73,5.73,RH,RH,ambient,False,SUP-148,HZ-02-08,True,215,87
CH-4854-850,Steering knuckle Gen 2,Chassis,3.36,3.36,3.36,RH,RH,ambient,False,SUP-073,A-12-08,True,140,90
CH-9549-851,Brake line manifold Premium,Chassis,7.45,7.45,7.45,LH,LH,ambient,False,SUP-094,HZ-02-06,True,180,29
EL-1950-852,Camera harness Gen 2,Electronics,9.2,9.2,9.2,LH,LH,ambient,False,SUP-080,A-12-01,True,211,71
IN-1506-853,Wiring harness assembly Premium,Interior,16.32,16.32,16.32,LH,LH,ambient,False,SUP-088,B-07-01,True,88,80
FL-8881-854,Brake fluid reservoir RH,Fluids,16.43,16.43,16.43,LH,LH,hazmat,True,SUP-166,Q-04-09,True,178,57
PO-2169-855,Gear selector Gen 2,Powertrain,7.15,7.15,7.15,RH,RH,ambient,False,SUP-103,B-07-12,True,154,55
EL-1511-856,ECU control module RH,Electronics,23.06,23.06,23.06,LH,LH,ambient,False,SUP-107,HZ-02-15,True,149,80
FL-6122-857,Coolant additive Gen 2,Fluids,3.53,3.53,3.53,RH,RH,ambient,False,SUP-163,HZ-02-14,True,69,30
EL-6958-858,Power distribution unit LH,Electronics,20.75,20.75,20.75,RH,RH,ambient,False,SUP-124,A-12-07,True,137,34
FL-2031-859,Brake fluid reservoir RH,Fluids,18.02,18.02,18.02,LH,LH,hazmat,True,SUP-159,A-12-04,True,151,39
FL-4798-860,Coolant additive Gen 2,Fluids,20.66,20.66,20.66,RH,RH,ambient,False,SUP-147,A-12-01,True,198,64
CH-4629-861,Control arm LH,Chassis,23.66,23.66,23.66,LH,LH,ambient,False,SUP-083,Q-04-16,True,87,59
IN-3980-862,Console module Gen 2,Interior,24.3,24.3,24.3,LH,LH,ambient,False,SUP-092,B-07-07,True,144,90
FL-7939-863,Washer concentrate LH,Fluids,14.87,14.87,14.87,LH,LH,ambient,False,SUP-176,HZ-02-04,True,143,85
IN-8393-864,Seat rail Gen 2,Interior,4.23,4.23,4.23,LH,LH,ambient,False,SUP-030,HZ-02-12,True,191,41
IN-2902-865,Seat rail Premium,Interior,1.73,1.73,1.73,RH,RH,ambient,False,SUP-093,A-12-06,True,200,26
EL-8905-866,ECU control module Gen 2,Electronics,14.47,14.47,14.47,LH,LH,ambient,False,SUP-007,B-07-16,True,206,67
PO-2163-867,Torque converter Premium,Powertrain,17.77,17.77,17.77,LH,LH,ambient,False,SUP-135,JIS-07-13,True,141,45
PO-3421-868,Clutch actuator Gen 2,Powertrain,7.9,7.9,7.9,LH,LH,ambient,False,SUP-181,HZ-02-15,True,90,90
FL-5810-869,Washer concentrate Premium,Fluids,5.57,5.57,5.57,RH,RH,ambient,False,SUP-158,HZ-02-04,True,199,52
CH-9710-870,Steering knuckle Gen 2,Chassis,13.05,13.05,13.05,LH,LH,ambient,False,SUP-109,B-07-02,True,115,46
EL-2890-871,Power distribution unit RH,Electronics,18.5,18.5,18.5,RH,RH,ambient,False,SUP-012,B-07-05,True,98,75
FL-2003-872,Washer concentrate Premium,Fluids,2.78,2.78,2.78,LH,LH,ambient,False,SUP-074,HZ-02-12,True,177,72
EL-3934-873,ECU control module LH,Electronics,8.93,8.93,8.93,RH,RH,ambient,False,SUP-194,HZ-02-18,True,181,81
CH-7740-874,Brake line manifold Gen 2,Chassis,4.73,4.73,4.73,LH,LH,ambient,False,SUP-057,JIS-07-18,True,156,85
CH-4540-875,Brake line manifold Premium,Chassis,9.17,9.17,9.17,LH,LH,ambient,False,SUP-040,JIS-07-10,True,106,38
FL-7344-876,Coolant additive LH,Fluids,3.86,3.86,3.86,LH,LH,ambient,False,SUP-013,B-07-07,True,149,36
EL-5743-877,Power distribution unit RH,Electronics,15.91,15.91,15.91,LH,LH,ambient,False,SUP-197,HZ-02-08,True,61,37
PO-5109-878,Fuel rail LH,Powertrain,5.42,5.42,5.42,LH,LH,ambient,False,SUP-116,JIS-07-12,True,196,39
PO-1695-879,Clutch actuator LH,Powertrain,1.41,1.41,1.41,LH,LH,ambient,False,SUP-077,A-12-04,True,209,67
FL-1073-880,Washer concentrate RH,Fluids,1.48,1.48,1.48,LH,LH,hazmat,True,SUP-027,Q-04-04,True,117,29
FL-9683-881,Sealant cartridge Gen 2,Fluids,7.69,7.69,7.69,LH,LH,ambient,False,SUP-042,Q-04-04,True,175,26
PO-2075-882,Gear selector Premium,Powertrain,3.37,3.37,3.37,LH,LH,ambient,False,SUP-181,B-07-15,True,120,32
CH-4008-883,Brake line manifold Premium,Chassis,7.1,7.1,7.1,LH,LH,ambient,False,SUP-038,B-07-15,True,104,81
PO-8168-884,Fuel rail Premium,Powertrain,4.09,4.09,4.09,RH,RH,ambient,False,SUP-004,HZ-02-09,True,116,88
PO-7358-885,Gear selector Premium,Powertrain,7.53,7.53,7.53,RH,RH,ambient,False,SUP-011,HZ-02-06,True,92,37
FL-9858-886,Washer concentrate RH,Fluids,23.1,23.1,23.1,RH,RH,ambient,False,SUP-020,A-12-18,True,171,40
CH-7001-887,Wheel carrier RH,Chassis,3.61,3.61,3.61,RH,RH,ambient,False,SUP-087,A-12-12,True,120,65
FL-9430-888,Brake fluid reservoir RH,Fluids,8.09,8.09,8.09,RH,RH,hazmat,True,SUP-154,HZ-02-12,True,182,78
PO-7889-889,Clutch actuator LH,Powertrain,5.75,5.75,5.75,LH,LH,ambient,False,SUP-086,A-12-07,True,67,72
IN-4864-890,Seat rail RH,Interior,11.38,11.38,11.38,LH,LH,ambient,False,SUP-087,HZ-02-08,True,165,37
EL-5533-891,Camera harness LH,Electronics,11.22,11.22,11.22,RH,RH,ambient,False,SUP-083,HZ-02-10,True,139,84
CH-6155-892,Control arm LH,Chassis,3.91,3.91,3.91,LH,LH,ambient,False,SUP-181,B-07-10,True,185,57
CH-2203-893,Brake line manifold Gen 2,Chassis,22.1,22.1,22.1,LH,LH,ambient,False,SUP-058,B-07-14,True,63,26
FL-2758-894,Brake fluid reservoir LH,Fluids,15.08,15.08,15.08,RH,RH,ambient,False,SUP-091,A-12-17,True,178,41
PO-5047-895,Fuel rail Gen 2,Powertrain,8.69,8.69,8.69,RH,RH,ambient,False,SUP-150,Q-04-04,True,195,35
IN-9593-896,Seat rail LH,Interior,1.01,1.01,1.01,LH,LH,ambient,False,SUP-126,A-12-14,True,197,48
CH-9584-897,Brake line manifold Premium,Chassis,19.86,19.86,19.86,LH,LH,ambient,False,SUP-163,B-07-04,True,198,78
EL-8950-898,Power distribution unit Gen 2,Electronics,14.57,14.57,14.57,LH,LH,ambient,False,SUP-071,A-12-18,True,132,55
FL-1912-899,Washer concentrate Premium,Fluids,8.3,8.3,8.3,RH,RH,hazmat,True,SUP-076,A-12-07,True,202,87
CH-3400-900,Steering knuckle RH,Chassis,10.57,10.57,10.57,LH,LH,ambient,False,SUP-013,A-12-14,True,206,84
CH-2697-901,Wheel carrier Premium,Chassis,20.69,20.69,20.69,RH,RH,ambient,False,SUP-104,A-12-11,True,99,36
EL-2825-902,Radar sensor Premium,Electronics,15.33,15.33,15.33,LH,LH,ambient,False,SUP-041,Q-04-07,True,163,40
FL-7642-903,Washer concentrate Premium,Fluids,12.47,12.47,12.47,RH,RH,ambient,False,SUP-148,A-12-02,True,106,80
FL-1057-904,Coolant additive LH,Fluids,9.47,9.47,9.47,LH,LH,hazmat,True,SUP-155,B-07-02,True,106,58
FL-6280-905,Coolant additive Premium,Fluids,14.11,14.11,14.11,LH,LH,ambient,False,SUP-187,JIS-07-02,True,78,58
EL-4874-906,ECU control module LH,Electronics,23.37,23.37,23.37,RH,RH,ambient,False,SUP-088,B-07-06,True,122,61
FL-6856-907,Coolant additive LH,Fluids,2.5,2.5,2.5,LH,LH,ambient,False,SUP-076,JIS-07-07,True,98,60
PO-4878-908,Fuel rail Gen 2,Powertrain,10.24,10.24,10.24,RH,RH,ambient,False,SUP-046,Q-04-15,True,179,74
FL-4888-909,Coolant additive LH,Fluids,4.78,4.78,4.78,LH,LH,ambient,False,SUP-007,JIS-07-14,True,123,66
EL-1528-910,Radar sensor LH,Electronics,4.91,4.91,4.91,LH,LH,ambient,False,SUP-018,JIS-07-06,True,136,78
EL-2156-911,Power distribution unit Gen 2,Electronics,17.99,17.99,17.99,LH,LH,ambient,False,SUP-143,A-12-07,True,195,60
EL-6787-912,Camera harness Premium,Electronics,17.57,17.57,17.57,LH,LH,ambient,False,SUP-043,JIS-07-06,True,139,42
PO-9472-913,Torque converter LH,Powertrain,12.04,12.04,12.04,RH,RH,ambient,False,SUP-097,Q-04-17,True,200,55
CH-3751-914,Brake line manifold LH,Chassis,24.06,24.06,24.06,RH,RH,ambient,False,SUP-029,JIS-07-11,True,152,33
FL-8733-915,Washer concentrate RH,Fluids,14.06,14.06,14.06,RH,RH,hazmat,True,SUP-066,Q-04-18,True,68,29
CH-8240-916,Brake line manifold Gen 2,Chassis,19.34,19.34,19.34,RH,RH,ambient,False,SUP-176,JIS-07-06,True,196,79
CH-4201-917,Wheel carrier LH,Chassis,14.92,14.92,14.92,LH,LH,ambient,False,SUP-069,Q-04-06,True,122,64
CH-6076-918,Brake line manifold RH,Chassis,6.02,6.02,6.02,RH,RH,ambient,False,SUP-104,A-12-02,True,103,31
IN-3987-919,Seat rail Premium,Interior,15.45,15.45,15.45,RH,RH,ambient,False,SUP-146,A-12-08,True,103,72
PO-4659-920,Fuel rail LH,Powertrain,23.53,23.53,23.53,LH,LH,ambient,False,SUP-159,B-07-18,True,81,40
PO-7941-921,Torque converter Gen 2,Powertrain,5.19,5.19,5.19,RH,RH,ambient,False,SUP-128,HZ-02-10,True,213,65
IN-9920-922,Door trim panel LH,Interior,5.51,5.51,5.51,LH,LH,ambient,False,SUP-123,JIS-07-14,True,179,33
EL-5879-923,ECU control module Gen 2,Electronics,7.67,7.67,7.67,LH,LH,ambient,False,SUP-173,HZ-02-10,True,168,90
IN-8860-924,Door trim panel Premium,Interior,19.03,19.03,19.03,LH,LH,ambient,False,SUP-022,B-07-18,True,205,84
PO-3839-925,Fuel rail Gen 2,Powertrain,23.23,23.23,23.23,LH,LH,ambient,False,SUP-062,B-07-11,True,208,53
PO-1984-926,Gear selector RH,Powertrain,6.68,6.68,6.68,RH,RH,ambient,False,SUP-185,B-07-11,True,217,30
IN-8177-927,Door trim panel RH,Interior,13.53,13.53,13.53,LH,LH,ambient,False,SUP-193,JIS-07-15,True,216,50
EL-1702-928,Radar sensor Gen 2,Electronics,6.25,6.25,6.25,LH,LH,ambient,False,SUP-034,B-07-18,True,218,27
FL-4383-929,Brake fluid reservoir LH,Fluids,14.24,14.24,14.24,LH,LH,hazmat,True,SUP-026,HZ-02-05,True,147,43
EL-5713-930,Radar sensor RH,Electronics,16.86,16.86,16.86,LH,LH,ambient,False,SUP-169,Q-04-16,True,146,88
IN-7593-931,Door trim panel Gen 2,Interior,14.06,14.06,14.06,LH,LH,ambient,False,SUP-011,JIS-07-16,True,72,80
EL-9816-932,ECU control module RH,Electronics,5.51,5.51,5.51,RH,RH,ambient,False,SUP-071,A-12-10,True,173,30
FL-7169-933,Washer concentrate Premium,Fluids,18.12,18.12,18.12,LH,LH,ambient,False,SUP-092,JIS-07-04,True,199,26
EL-4252-934,Power distribution unit LH,Electronics,10.13,10.13,10.13,LH,LH,ambient,False,SUP-184,JIS-07-06,True,207,56
CH-7808-935,Wheel carrier RH,Chassis,20.1,20.1,20.1,RH,RH,ambient,False,SUP-018,Q-04-08,True,101,26
EL-3364-936,ECU control module Gen 2,Electronics,22.52,22.52,22.52,RH,RH,ambient,False,SUP-068,Q-04-17,True,99,63
FL-2161-937,Brake fluid reservoir Gen 2,Fluids,21.96,21.96,21.96,RH,RH,ambient,False,SUP-041,HZ-02-04,True,143,25
IN-2587-938,Wiring harness assembly Gen 2,Interior,22.05,22.05,22.05,LH,LH,ambient,False,SUP-075,A-12-10,True,61,88
FL-1997-939,Coolant additive LH,Fluids,3.32,3.32,3.32,LH,LH,ambient,False,SUP-066,Q-04-04,True,117,64
CH-2109-940,Brake line manifold Premium,Chassis,8.92,8.92,8.92,RH,RH,ambient,False,SUP-146,B-07-08,True,128,45
EL-4040-941,Radar sensor Gen 2,Electronics,22.22,22.22,22.22,LH,LH,ambient,False,SUP-007,A-12-04,True,81,35
CH-5690-942,Control arm RH,Chassis,19.18,19.18,19.18,LH,LH,ambient,False,SUP-067,JIS-07-02,True,162,62
IN-4153-943,Seat rail LH,Interior,7.95,7.95,7.95,RH,RH,ambient,False,SUP-113,A-12-07,True,74,41
CH-3302-944,Brake line manifold RH,Chassis,5.84,5.84,5.84,RH,RH,ambient,False,SUP-059,Q-04-07,True,133,90
FL-1141-945,Coolant additive Gen 2,Fluids,17.82,17.82,17.82,RH,RH,hazmat,True,SUP-050,Q-04-06,True,117,76
FL-8040-946,Sealant cartridge Premium,Fluids,12.23,12.23,12.23,LH,LH,ambient,False,SUP-030,HZ-02-14,True,139,27
PO-9687-947,Torque converter RH,Powertrain,20.59,20.59,20.59,LH,LH,ambient,False,SUP-110,B-07-09,True,85,79
FL-6394-948,Sealant cartridge Premium,Fluids,15.58,15.58,15.58,RH,RH,hazmat,True,SUP-088,HZ-02-15,True,61,75
CH-5595-949,Brake line manifold Gen 2,Chassis,3.91,3.91,3.91,RH,RH,ambient,False,SUP-167,A-12-10,True,116,83
IN-2340-950,Console module RH,Interior,19.96,19.96,19.96,LH,LH,ambient,False,SUP-017,JIS-07-01,True,105,77
