id,supplier,location,overdue_hours
KLT-004204,SUP-096,Supplier,0
KLT-004205,SUP-117,WH-01,0
KLT-004206,SUP-112,WH-01,0
KLT-004207,SUP-176,WH-02,0
KLT-004208,SUP-154,WH-02,0
KLT-004209,SUP-199,Carrier,0
KLT-004210,SUP-019,Carrier,0
KLT-004211,SUP-195,Supplier,0
KLT-004212,SUP-109,Carrier,0
KLT-004213,SUP-092,Supplier,0
KLT-004214,SUP-065,WH-01,0
KLT-004215,SUP-089,WH-02,0
KLT-004216,SUP-006,Supplier,0
KLT-004217,SUP-052,WH-02,0
KLT-004218,SUP-052,Carrier,0
KLT-004219,SUP-063,WH-02,0
KLT-004220,SUP-198,WH-02,0
KLT-004221,SUP-104,WH-02,0
KLT-004222,SUP-183,Carrier,0
KLT-004223,SUP-064,WH-01,0
KLT-004224,SUP-166,WH-01,0
KLT-004225,SUP-072,WH-01,0
KLT-004226,SUP-026,WH-02,0
KLT-004227,SUP-191,Supplier,0
KLT-004228,SUP-075,Supplier,0
KLT-004229,SUP-145,WH-01,0
KLT-004230,SUP-101,Supplier,0
KLT-004231,SUP-123,Carrier,0
KLT-004232,SUP-163,Supplier,0
KLT-004233,SUP-195,WH-01,0
KLT-004234,SUP-126,WH-01,0
KLT-004235,SUP-065,WH-01,0
KLT-004236,SUP-010,Supplier,0
KLT-004237,SUP-133,WH-02,0
KLT-004238,SUP-163,WH-02,0
KLT-004239,SUP-051,WH-02,0
KLT-004240,SUP-088,WH-02,0
KLT-004241,SUP-147,Supplier,0
KLT-004242,SUP-165,Carrier,0
KLT-004243,SUP-172,Carrier,0
KLT-004244,SUP-185,Carrier,0
KLT-004245,SUP-019,Carrier,58
KLT-004246,SUP-163,Supplier,0
KLT-004247,SUP-065,Supplier,0
KLT-004248,SUP-091,Carrier,0
KLT-004249,SUP-029,WH-01,0
KLT-004250,SUP-191,Supplier,0
KLT-004251,SUP-071,WH-02,0
KLT-004252,SUP-195,Supplier,0
KLT-004253,SUP-165,Supplier,0
KLT-004254,SUP-062,WH-01,0
KLT-004255,SUP-157,WH-02,0
KLT-004256,SUP-080,Supplier,0
KLT-004257,SUP-144,Carrier,0
KLT-004258,SUP-055,Carrier,0
KLT-004259,SUP-029,WH-01,0
KLT-004260,SUP-097,WH-01,0
KLT-004261,SUP-061,Supplier,0
KLT-004262,SUP-059,WH-01,0
KLT-004263,SUP-123,WH-02,0
KLT-004264,SUP-054,Carrier,0
KLT-004265,SUP-052,Carrier,0
KLT-004266,SUP-103,WH-01,0
KLT-004267,SUP-198,Supplier,0
KLT-004268,SUP-183,WH-02,0
KLT-004269,SUP-167,WH-01,0
KLT-004270,SUP-200,WH-01,0
KLT-004271,SUP-140,Carrier,0
KLT-004272,SUP-168,WH-02,0
KLT-004273,SUP-020,WH-02,0
KLT-004274,SUP-181,Supplier,0
KLT-004275,SUP-064,Supplier,0
KLT-004276,SUP-001,WH-02,0
KLT-004277,SUP-194,Supplier,0
KLT-004278,SUP-048,Carrier,0
KLT-004279,SUP-065,Supplier,0
KLT-004280,SUP-080,WH-01,0
KLT-004281,SUP-003,WH-01,0
KLT-004282,SUP-050,WH-02,0
KLT-004283,SUP-065,WH-02,0
KLT-004284,SUP-112,WH-02,0
KLT-004285,SUP-020,WH-02,0
KLT-004286,SUP-102,Carrier,0
KLT-004287,SUP-002,WH-02,0
KLT-004288,SUP-171,Carrier,0
KLT-004289,SUP-116,Supplier,0
KLT-004290,SUP-074,Supplier,0
KLT-004291,SUP-041,WH-02,0
KLT-004292,SUP-045,Supplier,0
KLT-004293,SUP-179,WH-01,0
KLT-004294,SUP-195,WH-01,0
KLT-004295,SUP-132,WH-01,0
KLT-004296,SUP-136,Carrier,0
KLT-004297,SUP-080,WH-02,0
KLT-004298,SUP-171,Carrier,0
KLT-004299,SUP-186,Supplier,0
KLT-004300,SUP-191,Carrier,0
KLT-004301,SUP-198,WH-02,0
KLT-004302,SUP-149,Supplier,0
KLT-004303,SUP-115,WH-02,0
KLT-004304,SUP-186,WH-01,0
KLT-004305,SUP-090,WH-02,0
KLT-004306,SUP-188,WH-02,0
KLT-004307,SUP-125,WH-02,0
KLT-004308,SUP-151,Carrier,0
KLT-004309,SUP-138,WH-02,0
KLT-004310,SUP-008,Carrier,0
KLT-004311,SUP-021,WH-01,0
KLT-004312,SUP-146,WH-02,0
KLT-004313,SUP-111,WH-02,0
KLT-004314,SUP-062,Carrier,0
KLT-004315,SUP-022,Supplier,0
KLT-004316,SUP-041,Supplier,0
KLT-004317,SUP-070,WH-02,0
KLT-004318,SUP-136,Carrier,0
KLT-004319,SUP-020,WH-02,0
KLT-004320,SUP-139,WH-02,0
KLT-004321,SUP-187,WH-01,0
KLT-004322,SUP-023,WH-02,0
KLT-004323,SUP-178,Carrier,0
KLT-004324,SUP-176,WH-02,0
KLT-004325,SUP-154,Carrier,0
KLT-004326,SUP-059,WH-02,0
KLT-004327,SUP-010,WH-01,0
KLT-004328,SUP-085,WH-02,0
KLT-004329,SUP-163,Carrier,0
KLT-004330,SUP-064,WH-02,0
KLT-004331,SUP-067,Supplier,0
KLT-004332,SUP-035,Supplier,0
KLT-004333,SUP-159,Supplier,0
KLT-004334,SUP-200,WH-02,0
KLT-004335,SUP-050,WH-01,0
KLT-004336,SUP-121,WH-01,0
KLT-004337,SUP-026,WH-01,0
KLT-004338,SUP-171,Supplier,0
KLT-004339,SUP-016,WH-02,0
KLT-004340,SUP-067,Supplier,0
KLT-004341,SUP-035,Supplier,0
KLT-004342,SUP-175,Supplier,0
KLT-004343,SUP-188,WH-02,0
KLT-004344,SUP-180,Carrier,0
KLT-004345,SUP-160,WH-02,0
KLT-004346,SUP-175,WH-01,0
KLT-004347,SUP-131,WH-02,0
KLT-004348,SUP-180,WH-01,0
KLT-004349,SUP-122,WH-01,0
KLT-004350,SUP-200,WH-01,0
KLT-004351,SUP-180,WH-02,0
KLT-004352,SUP-181,WH-02,0
KLT-004353,SUP-113,WH-02,0
KLT-004354,SUP-140,WH-02,0
KLT-004355,SUP-029,Supplier,0
KLT-004356,SUP-022,Carrier,0
KLT-004357,SUP-061,WH-02,0
KLT-004358,SUP-185,WH-02,0
KLT-004359,SUP-086,Supplier,0
KLT-004360,SUP-131,WH-01,0
KLT-004361,SUP-106,Supplier,0
KLT-004362,SUP-050,WH-01,0
KLT-004363,SUP-183,Supplier,0
KLT-004364,SUP-154,WH-01,0
KLT-004365,SUP-109,WH-01,0
KLT-004366,SUP-042,WH-01,0
KLT-004367,SUP-075,Supplier,0
KLT-004368,SUP-132,Supplier,0
KLT-004369,SUP-085,WH-01,0
KLT-004370,SUP-078,WH-01,0
KLT-004371,SUP-143,Supplier,0
KLT-004372,SUP-038,Carrier,0
KLT-004373,SUP-002,WH-01,0
KLT-004374,SUP-057,WH-02,0
KLT-004375,SUP-088,Carrier,0
KLT-004376,SUP-177,WH-02,0
KLT-004377,SUP-060,Supplier,0
KLT-004378,SUP-100,Carrier,0
KLT-004379,SUP-089,WH-02,0
KLT-004380,SUP-195,Supplier,0
KLT-004381,SUP-142,WH-02,0
KLT-004382,SUP-071,Carrier,0
KLT-004383,SUP-077,WH-02,0
KLT-004384,SUP-186,Supplier,0
KLT-004385,SUP-124,Supplier,0
KLT-004386,SUP-131,Supplier,0
KLT-004387,SUP-160,Carrier,0
KLT-004388,SUP-158,WH-01,0
KLT-004389,SUP-114,WH-01,0
KLT-004390,SUP-012,WH-02,0
KLT-004391,SUP-173,WH-02,0
KLT-004392,SUP-092,WH-02,0
KLT-004393,SUP-009,Carrier,0
KLT-004394,SUP-069,WH-01,0
KLT-004395,SUP-159,Supplier,0
KLT-004396,SUP-057,Carrier,0
KLT-004397,SUP-071,WH-01,0
KLT-004398,SUP-132,Carrier,0
KLT-004399,SUP-131,WH-01,0
KLT-004400,SUP-115,Carrier,0
KLT-004401,SUP-109,Supplier,0
KLT-004402,SUP-195,WH-02,0
KLT-004403,SUP-150,Carrier,0
KLT-004404,SUP-159,WH-01,0
KLT-004405,SUP-144,WH-02,0
KLT-004406,SUP-076,Carrier,0
KLT-004407,SUP-017,WH-01,0
KLT-004408,SUP-064,Supplier,0
KLT-004409,SUP-015,Supplier,0
KLT-004410,SUP-079,Supplier,0
KLT-004411,SUP-200,WH-01,0
KLT-004412,SUP-194,WH-01,0
KLT-004413,SUP-055,WH-01,0
KLT-004414,SUP-039,WH-02,0
KLT-004415,SUP-064,WH-02,0
KLT-004416,SUP-196,Supplier,0
KLT-004417,SUP-169,WH-02,0
KLT-004418,SUP-182,WH-01,0
KLT-004419,SUP-096,Carrier,0
KLT-004420,SUP-015,Supplier,0
KLT-004421,SUP-187,WH-01,0
KLT-004422,SUP-123,Supplier,0
KLT-004423,SUP-142,Carrier,0
KLT-004424,SUP-063,Carrier,0
KLT-004425,SUP-017,Carrier,0
KLT-004426,SUP-172,Supplier,0
KLT-004427,SUP-157,WH-01,0
KLT-004428,SUP-055,Carrier,0
KLT-004429,SUP-110,Supplier,0
KLT-004430,SUP-097,Carrier,0
KLT-004431,SUP-017,Carrier,0
KLT-004432,SUP-105,Supplier,0
KLT-004433,SUP-159,Carrier,0
KLT-004434,SUP-114,Carrier,0
KLT-004435,SUP-014,Supplier,0
KLT-004436,SUP-165,WH-01,0
KLT-004437,SUP-181,Supplier,0
KLT-004438,SUP-150,Supplier,0
KLT-004439,SUP-163,WH-01,0
KLT-004440,SUP-070,WH-01,0
KLT-004441,SUP-026,WH-01,0
KLT-004442,SUP-089,Supplier,0
KLT-004443,SUP-154,WH-01,0
KLT-004444,SUP-111,WH-01,0
KLT-004445,SUP-120,Supplier,0
KLT-004446,SUP-036,Carrier,0
KLT-004447,SUP-037,Supplier,0
KLT-004448,SUP-152,WH-02,0
KLT-004449,SUP-065,WH-02,0
KLT-004450,SUP-063,WH-01,0
KLT-004451,SUP-177,Carrier,0
KLT-004452,SUP-020,WH-01,0
KLT-004453,SUP-137,Supplier,0
KLT-004454,SUP-002,Supplier,0
KLT-004455,SUP-151,Supplier,0
KLT-004456,SUP-056,WH-02,0
KLT-004457,SUP-184,WH-02,0
KLT-004458,SUP-025,WH-02,0
KLT-004459,SUP-101,WH-01,0
KLT-004460,SUP-167,WH-01,0
KLT-004461,SUP-192,WH-01,0
KLT-004462,SUP-054,Supplier,0
KLT-004463,SUP-198,Supplier,0
KLT-004464,SUP-129,WH-02,0
KLT-004465,SUP-060,Supplier,0
KLT-004466,SUP-077,Supplier,0
KLT-004467,SUP-184,WH-01,0
KLT-004468,SUP-026,WH-02,0
KLT-004469,SUP-095,Carrier,0
KLT-004470,SUP-106,WH-02,0
KLT-004471,SUP-040,Carrier,0
KLT-004472,SUP-097,WH-02,0
KLT-004473,SUP-086,Supplier,0
KLT-004474,SUP-144,Supplier,0
KLT-004475,SUP-018,WH-01,0
KLT-004476,SUP-010,WH-01,0
KLT-004477,SUP-182,Carrier,0
KLT-004478,SUP-119,Carrier,0
KLT-004479,SUP-160,WH-02,0
KLT-004480,SUP-057,Supplier,0
KLT-004481,SUP-050,WH-01,0
KLT-004482,SUP-139,Carrier,0
KLT-004483,SUP-033,Supplier,0
KLT-004484,SUP-103,WH-01,0
KLT-004485,SUP-145,WH-02,0
KLT-004486,SUP-195,Carrier,0
KLT-004487,SUP-118,WH-02,0
KLT-004488,SUP-198,Carrier,0
KLT-004489,SUP-145,WH-01,0
KLT-004490,SUP-017,Supplier,0
KLT-004491,SUP-069,Carrier,0
KLT-004492,SUP-170,WH-01,0
KLT-004493,SUP-060,WH-02,0
KLT-004494,SUP-072,WH-02,0
KLT-004495,SUP-190,WH-01,0
KLT-004496,SUP-194,WH-01,0
KLT-004497,SUP-005,WH-02,0
KLT-004498,SUP-074,WH-02,0
KLT-004499,SUP-070,WH-02,0
KLT-004500,SUP-158,Supplier,0
KLT-004501,SUP-142,Carrier,0
KLT-004502,SUP-150,Supplier,0
KLT-004503,SUP-070,Carrier,0
KLT-004504,SUP-045,Supplier,0
KLT-004505,SUP-066,Supplier,0
KLT-004506,SUP-090,WH-01,0
KLT-004507,SUP-146,Carrier,0
KLT-004508,SUP-062,Supplier,0
KLT-004509,SUP-076,WH-01,0
KLT-004510,SUP-061,Carrier,0
KLT-004511,SUP-036,WH-01,0
KLT-004512,SUP-179,WH-02,0
KLT-004513,SUP-072,WH-01,0
KLT-004514,SUP-071,Supplier,0
KLT-004515,SUP-095,WH-02,0
KLT-004516,SUP-003,Supplier,0
KLT-004517,SUP-009,WH-01,0
KLT-004518,SUP-054,WH-01,0
KLT-004519,SUP-193,WH-02,0
KLT-004520,SUP-045,WH-01,0
KLT-004521,SUP-075,Carrier,0
KLT-004522,SUP-121,Carrier,0
KLT-004523,SUP-169,WH-02,0
KLT-004524,SUP-066,WH-02,0
KLT-004525,SUP-055,WH-01,0
KLT-004526,SUP-020,WH-01,0
KLT-004527,SUP-075,WH-01,0
KLT-004528,SUP-159,Carrier,0
KLT-004529,SUP-192,WH-02,0
KLT-004530,SUP-104,Carrier,0
KLT-004531,SUP-147,Supplier,0
KLT-004532,SUP-189,Carrier,0
KLT-004533,SUP-039,Carrier,0
KLT-004534,SUP-095,WH-02,0
KLT-004535,SUP-102,Supplier,0
KLT-004536,SUP-178,Carrier,0
KLT-004537,SUP-163,Carrier,0
KLT-004538,SUP-156,Supplier,0
KLT-004539,SUP-058,WH-01,0
KLT-004540,SUP-009,Supplier,0
KLT-004541,SUP-123,Carrier,0
KLT-004542,SUP-146,Supplier,0
KLT-004543,SUP-009,WH-02,0
KLT-004544,SUP-157,Carrier,0
KLT-004545,SUP-117,WH-01,0
KLT-004546,SUP-183,Supplier,0
KLT-004547,SUP-113,Carrier,0
KLT-004548,SUP-101,Supplier,0
KLT-004549,SUP-165,Carrier,0
KLT-004550,SUP-090,WH-01,0
KLT-004551,SUP-155,Supplier,0
KLT-004552,SUP-199,WH-01,0
KLT-004553,SUP-156,WH-02,0
KLT-004554,SUP-038,Carrier,0
KLT-004555,SUP-139,Carrier,0
KLT-004556,SUP-151,WH-01,0
KLT-004557,SUP-136,Carrier,0
KLT-004558,SUP-017,WH-01,0
KLT-004559,SUP-185,WH-01,0
KLT-004560,SUP-157,Carrier,0
KLT-004561,SUP-167,Supplier,0
KLT-004562,SUP-068,Supplier,0
KLT-004563,SUP-111,Carrier,0
KLT-004564,SUP-166,WH-01,0
KLT-004565,SUP-006,Carrier,0
KLT-004566,SUP-089,Carrier,0
KLT-004567,SUP-133,WH-01,0
KLT-004568,SUP-130,Carrier,0
KLT-004569,SUP-017,WH-01,0
KLT-004570,SUP-130,Carrier,0
KLT-004571,SUP-193,Carrier,0
KLT-004572,SUP-096,WH-02,0
KLT-004573,SUP-014,Carrier,0
KLT-004574,SUP-167,WH-01,0
KLT-004575,SUP-136,WH-01,0
KLT-004576,SUP-060,Supplier,0
KLT-004577,SUP-111,Supplier,0
KLT-004578,SUP-017,WH-02,0
KLT-004579,SUP-014,WH-01,0
KLT-004580,SUP-036,Supplier,0
KLT-004581,SUP-115,WH-01,0
KLT-004582,SUP-162,Supplier,0
KLT-004583,SUP-149,WH-01,0
KLT-004584,SUP-034,WH-01,0
KLT-004585,SUP-008,WH-01,0
KLT-004586,SUP-194,WH-02,0
KLT-004587,SUP-086,WH-01,0
KLT-004588,SUP-072,Carrier,0
KLT-004589,SUP-028,Supplier,0
KLT-004590,SUP-166,WH-02,0
KLT-004591,SUP-052,WH-01,0
KLT-004592,SUP-167,WH-01,0
KLT-004593,SUP-076,Supplier,0
KLT-004594,SUP-096,Supplier,0
KLT-004595,SUP-031,Supplier,0
KLT-004596,SUP-156,WH-02,0
KLT-004597,SUP-109,Carrier,0
KLT-004598,SUP-184,Supplier,0
KLT-004599,SUP-057,Supplier,0
KLT-004600,SUP-082,WH-01,0
KLT-004601,SUP-138,Carrier,0
KLT-004602,SUP-002,WH-01,0
KLT-004603,SUP-186,WH-02,0
KLT-004604,SUP-011,Carrier,0
KLT-004605,SUP-068,WH-01,0
KLT-004606,SUP-005,WH-01,0
KLT-004607,SUP-174,Carrier,0
KLT-004608,SUP-145,WH-02,0
KLT-004609,SUP-026,WH-02,0
KLT-004610,SUP-048,Carrier,0
KLT-004611,SUP-079,Carrier,0
KLT-004612,SUP-079,WH-02,0
KLT-004613,SUP-025,WH-01,0
KLT-004614,SUP-123,Supplier,0
KLT-004615,SUP-164,WH-01,0
KLT-004616,SUP-167,Supplier,0
KLT-004617,SUP-103,WH-01,0
KLT-004618,SUP-040,WH-01,0
KLT-004619,SUP-072,WH-02,0
KLT-004620,SUP-058,Supplier,0
KLT-004621,SUP-028,WH-02,0
KLT-004622,SUP-113,WH-02,0
KLT-004623,SUP-015,WH-02,0
KLT-004624,SUP-007,Carrier,0
KLT-004625,SUP-123,Carrier,0
KLT-004626,SUP-062,WH-01,0
KLT-004627,SUP-061,WH-02,0
KLT-004628,SUP-013,Carrier,0
KLT-004629,SUP-145,WH-02,0
KLT-004630,SUP-117,Supplier,0
KLT-004631,SUP-060,WH-01,0
KLT-004632,SUP-139,WH-02,0
KLT-004633,SUP-122,Carrier,0
KLT-004634,SUP-183,WH-02,0
KLT-004635,SUP-152,WH-01,0
KLT-004636,SUP-039,Supplier,0
KLT-004637,SUP-196,Carrier,0
KLT-004638,SUP-068,WH-01,0
KLT-004639,SUP-172,Supplier,0
KLT-004640,SUP-198,Supplier,0
KLT-004641,SUP-192,Carrier,0
KLT-004642,SUP-062,Carrier,0
KLT-004643,SUP-019,Supplier,0
KLT-004644,SUP-196,Supplier,0
KLT-004645,SUP-110,Supplier,0
KLT-004646,SUP-145,Supplier,0
KLT-004647,SUP-077,WH-02,0
KLT-004648,SUP-182,Carrier,0
KLT-004649,SUP-014,WH-01,0
KLT-004650,SUP-124,Supplier,0
KLT-004651,SUP-028,Carrier,0
KLT-004652,SUP-024,Supplier,0
KLT-004653,SUP-116,Carrier,0
KLT-004654,SUP-192,WH-01,0
KLT-004655,SUP-003,WH-02,0
KLT-004656,SUP-076,WH-01,0
KLT-004657,SUP-167,Supplier,0
KLT-004658,SUP-019,WH-02,0
KLT-004659,SUP-042,WH-02,0
KLT-004660,SUP-200,WH-01,0
KLT-004661,SUP-169,Carrier,0
KLT-004662,SUP-095,WH-01,0
KLT-004663,SUP-070,WH-02,0
KLT-004664,SUP-129,WH-01,0
KLT-004665,SUP-003,WH-02,0
KLT-004666,SUP-119,Supplier,0
KLT-004667,SUP-003,Supplier,0
KLT-004668,SUP-160,Supplier,0
KLT-004669,SUP-026,WH-02,0
KLT-004670,SUP-159,Supplier,0
KLT-004671,SUP-143,Supplier,0
KLT-004672,SUP-134,WH-01,0
KLT-004673,SUP-037,Carrier,0
KLT-004674,SUP-139,WH-01,0
KLT-004675,SUP-200,WH-01,0
KLT-004676,SUP-127,Carrier,0
KLT-004677,SUP-095,Carrier,0
KLT-004678,SUP-038,WH-01,0
KLT-004679,SUP-157,Supplier,0
KLT-004680,SUP-126,WH-02,0
KLT-004681,SUP-037,Supplier,0
KLT-004682,SUP-119,WH-01,0
KLT-004683,SUP-016,Carrier,0
KLT-004684,SUP-106,Supplier,0
KLT-004685,SUP-010,Supplier,0
KLT-004686,SUP-047,Carrier,0
KLT-004687,SUP-094,Supplier,0
KLT-004688,SUP-018,WH-01,0
KLT-004689,SUP-005,Carrier,0
KLT-004690,SUP-095,WH-02,0
KLT-004691,SUP-026,WH-01,0
KLT-004692,SUP-109,Carrier,0
KLT-004693,SUP-040,Supplier,0
KLT-004694,SUP-148,Carrier,0
KLT-004695,SUP-003,WH-02,0
KLT-004696,SUP-130,Carrier,0
KLT-004697,SUP-067,Carrier,0
KLT-004698,SUP-070,WH-02,0
KLT-004699,SUP-015,Carrier,0
KLT-004700,SUP-044,Carrier,0
KLT-004701,SUP-088,Supplier,0
KLT-004702,SUP-180,Supplier,0
KLT-004703,SUP-158,Carrier,0
KLT-004704,SUP-152,WH-02,0
KLT-004705,SUP-174,Supplier,0
KLT-004706,SUP-030,Supplier,0
KLT-004707,SUP-033,WH-02,0
KLT-004708,SUP-035,Supplier,0
KLT-004709,SUP-034,WH-02,0
KLT-004710,SUP-022,Supplier,0
KLT-004711,SUP-098,Carrier,0
KLT-004712,SUP-077,WH-01,0
KLT-004713,SUP-042,WH-02,0
KLT-004714,SUP-113,WH-02,0
KLT-004715,SUP-023,WH-02,0
KLT-004716,SUP-028,WH-01,0
KLT-004717,SUP-175,Supplier,0
KLT-004718,SUP-193,Carrier,0
KLT-004719,SUP-076,WH-02,0
KLT-004720,SUP-131,Supplier,0
KLT-004721,SUP-190,Supplier,0
KLT-004722,SUP-070,WH-02,0
KLT-004723,SUP-036,Carrier,0
KLT-004724,SUP-173,Supplier,0
KLT-004725,SUP-050,Carrier,0
KLT-004726,SUP-104,Carrier,0
KLT-004727,SUP-169,Supplier,0
KLT-004728,SUP-133,WH-02,0
KLT-004729,SUP-056,Carrier,0
KLT-004730,SUP-043,Supplier,0
KLT-004731,SUP-057,Supplier,0
KLT-004732,SUP-034,Carrier,0
KLT-004733,SUP-052,WH-02,0
KLT-004734,SUP-148,WH-02,0
KLT-004735,SUP-132,WH-01,0
KLT-004736,SUP-041,Carrier,0
KLT-004737,SUP-166,Supplier,0
KLT-004738,SUP-127,WH-01,0
KLT-004739,SUP-073,Supplier,0
KLT-004740,SUP-069,Supplier,0
KLT-004741,SUP-198,Supplier,0
KLT-004742,SUP-150,Carrier,0
KLT-004743,SUP-106,WH-02,0
KLT-004744,SUP-074,WH-02,0
KLT-004745,SUP-177,WH-01,0
KLT-004746,SUP-023,Supplier,0
KLT-004747,SUP-139,WH-01,0
KLT-004748,SUP-156,Supplier,0
KLT-004749,SUP-057,WH-01,0
KLT-004750,SUP-103,WH-02,0
KLT-004751,SUP-150,Supplier,0
KLT-004752,SUP-143,Supplier,0
KLT-004753,SUP-132,Carrier,0
KLT-004754,SUP-195,Carrier,0
KLT-004755,SUP-089,WH-02,0
KLT-004756,SUP-153,WH-02,0
KLT-004757,SUP-131,WH-01,0
KLT-004758,SUP-122,Supplier,0
KLT-004759,SUP-188,Supplier,0
KLT-004760,SUP-015,WH-01,0
KLT-004761,SUP-175,Supplier,0
KLT-004762,SUP-062,Supplier,0
KLT-004763,SUP-009,WH-01,0
KLT-004764,SUP-131,WH-01,0
KLT-004765,SUP-122,Carrier,0
KLT-004766,SUP-094,WH-02,0
KLT-004767,SUP-018,WH-02,0
KLT-004768,SUP-110,Carrier,0
KLT-004769,SUP-036,WH-02,0
KLT-004770,SUP-050,Supplier,0
KLT-004771,SUP-198,Supplier,0
KLT-004772,SUP-056,Carrier,0
KLT-004773,SUP-133,Carrier,0
KLT-004774,SUP-010,Supplier,0
KLT-004775,SUP-100,Carrier,0
KLT-004776,SUP-151,Supplier,0
KLT-004777,SUP-030,Supplier,0
KLT-004778,SUP-194,Carrier,0
KLT-004779,SUP-021,Carrier,0
KLT-004780,SUP-048,WH-01,0
KLT-004781,SUP-018,Supplier,0
KLT-004782,SUP-116,Supplier,0
KLT-004783,SUP-001,Carrier,0
KLT-004784,SUP-136,Supplier,0
KLT-004785,SUP-056,Supplier,0
KLT-004786,SUP-156,Carrier,0
KLT-004787,SUP-089,WH-01,0
KLT-004788,SUP-079,Carrier,0
KLT-004789,SUP-085,WH-02,0
KLT-004790,SUP-139,Supplier,0
KLT-004791,SUP-136,WH-02,0
KLT-004792,SUP-054,Supplier,0
KLT-004793,SUP-025,WH-01,0
KLT-004794,SUP-194,Supplier,0
KLT-004795,SUP-099,Carrier,0
KLT-004796,SUP-118,WH-02,0
KLT-004797,SUP-161,Carrier,0
KLT-004798,SUP-018,WH-02,0
KLT-004799,SUP-133,WH-01,50
KLT-004800,SUP-062,WH-02,0
KLT-004801,SUP-019,WH-02,0
KLT-004802,SUP-008,WH-01,0
KLT-004803,SUP-164,Carrier,0
KLT-004804,SUP-024,Carrier,0
KLT-004805,SUP-141,WH-01,0
KLT-004806,SUP-170,Supplier,0
KLT-004807,SUP-187,WH-01,0
KLT-004808,SUP-095,WH-01,0
KLT-004809,SUP-172,WH-01,0
KLT-004810,SUP-056,WH-02,0
KLT-004811,SUP-124,Carrier,0
KLT-004812,SUP-133,WH-01,0
KLT-004813,SUP-036,WH-02,0
KLT-004814,SUP-098,WH-02,0
KLT-004815,SUP-142,Supplier,0
KLT-004816,SUP-013,WH-02,0
KLT-004817,SUP-155,Supplier,0
KLT-004818,SUP-166,WH-01,0
KLT-004819,SUP-143,WH-02,0
KLT-004820,SUP-121,Supplier,0
KLT-004821,SUP-135,WH-02,0
KLT-004822,SUP-060,Carrier,0
KLT-004823,SUP-071,WH-01,0
KLT-004824,SUP-091,WH-02,0
KLT-004825,SUP-064,WH-02,0
KLT-004826,SUP-185,Carrier,0
KLT-004827,SUP-144,WH-01,0
KLT-004828,SUP-099,WH-01,0
KLT-004829,SUP-119,WH-02,0
KLT-004830,SUP-012,WH-02,0
KLT-004831,SUP-103,Supplier,0
KLT-004832,SUP-096,Carrier,0
KLT-004833,SUP-071,Carrier,0
KLT-004834,SUP-004,Carrier,0
KLT-004835,SUP-150,Supplier,0
KLT-004836,SUP-036,Carrier,0
KLT-004837,SUP-129,Carrier,0
KLT-004838,SUP-200,WH-02,0
KLT-004839,SUP-198,Supplier,0
KLT-004840,SUP-024,Supplier,0
KLT-004841,SUP-026,Supplier,0
KLT-004842,SUP-164,Supplier,0
KLT-004843,SUP-176,WH-02,0
KLT-004844,SUP-042,Supplier,0
KLT-004845,SUP-004,WH-01,0
KLT-004846,SUP-161,WH-02,0
KLT-004847,SUP-097,WH-02,0
KLT-004848,SUP-187,WH-01,0
KLT-004849,SUP-035,Carrier,0
KLT-004850,SUP-164,WH-01,0
KLT-004851,SUP-046,Supplier,0
KLT-004852,SUP-159,Carrier,0
KLT-004853,SUP-116,WH-02,0
KLT-004854,SUP-197,WH-01,0
KLT-004855,SUP-091,WH-02,0
KLT-004856,SUP-179,WH-02,0
KLT-004857,SUP-104,Supplier,0
KLT-004858,SUP-042,Carrier,0
KLT-004859,SUP-047,WH-01,0
KLT-004860,SUP-073,Carrier,0
KLT-004861,SUP-077,Supplier,0
KLT-004862,SUP-010,Supplier,0
KLT-004863,SUP-071,WH-01,0
KLT-004864,SUP-087,Supplier,0
KLT-004865,SUP-015,Supplier,0
KLT-004866,SUP-123,Carrier,0
KLT-004867,SUP-100,Supplier,0
KLT-004868,SUP-005,Carrier,0
KLT-004869,SUP-022,WH-02,0
KLT-004870,SUP-045,WH-01,0
KLT-004871,SUP-107,WH-01,0
KLT-004872,SUP-083,Carrier,0
KLT-004873,SUP-073,WH-01,0
KLT-004874,SUP-183,Supplier,0
KLT-004875,SUP-021,Supplier,0
KLT-004876,SUP-028,WH-02,0
KLT-004877,SUP-113,Carrier,0
KLT-004878,SUP-100,Supplier,0
KLT-004879,SUP-040,WH-01,0
KLT-004880,SUP-137,Carrier,0
KLT-004881,SUP-145,Supplier,0
KLT-004882,SUP-025,WH-01,0
KLT-004883,SUP-169,Carrier,0
KLT-004884,SUP-046,WH-01,0
KLT-004885,SUP-076,Supplier,0
KLT-004886,SUP-112,WH-02,0
KLT-004887,SUP-052,WH-01,0
KLT-004888,SUP-152,Supplier,0
KLT-004889,SUP-019,Carrier,0
KLT-004890,SUP-146,WH-01,0
KLT-004891,SUP-191,Supplier,0
KLT-004892,SUP-009,Carrier,0
KLT-004893,SUP-101,Carrier,0
KLT-004894,SUP-136,WH-01,0
KLT-004895,SUP-012,WH-01,0
KLT-004896,SUP-150,Supplier,0
KLT-004897,SUP-171,Supplier,0
KLT-004898,SUP-036,WH-01,0
KLT-004899,SUP-041,WH-01,0
KLT-004900,SUP-098,WH-01,0
KLT-004901,SUP-199,Supplier,0
KLT-004902,SUP-086,Carrier,0
